,suit1,card1,suit2,card2,suit3,card3,suit4,card4,labels,cluster
2699,4,13,1,4,4,7,4,2,0,0
2700,3,13,1,6,4,4,2,1,0,4
2701,3,4,3,12,2,13,3,10,0,7
2702,3,7,1,7,4,2,2,4,0,4
2703,3,10,4,8,4,2,1,8,0,4
2704,1,6,2,1,3,9,4,8,0,6
2705,4,3,4,11,3,13,4,6,0,7
2706,4,7,1,3,4,8,2,1,0,0
2707,1,2,2,13,2,7,1,9,0,1
2708,3,9,1,10,1,6,2,12,0,2
2709,2,12,2,10,4,3,4,7,0,4
2710,2,1,1,2,4,2,3,1,1,3
2711,4,13,3,1,1,1,2,12,0,5
2712,2,12,1,8,3,6,2,1,0,4
2713,4,12,4,5,4,13,4,4,0,0
2714,2,9,3,3,2,3,3,5,0,5
2715,3,5,1,5,1,13,1,10,0,6
2716,3,9,1,4,1,1,3,7,0,5
2717,4,11,3,8,3,6,2,8,0,2
2718,2,6,4,13,3,4,1,1,0,4
2719,1,4,1,12,4,8,3,3,0,7
2720,2,8,3,4,3,9,4,7,0,0
2721,3,3,3,10,3,6,1,13,0,1
2722,4,4,3,9,2,4,1,4,1,3
2723,4,7,4,10,1,1,1,9,0,1
2724,1,5,2,12,1,6,3,9,0,1
2725,2,9,4,13,3,13,2,8,0,2
2726,1,11,2,10,3,13,4,2,0,0
2727,4,7,2,2,2,5,4,2,0,3
2728,3,2,3,13,1,5,4,10,0,1
2729,2,8,4,11,3,12,4,4,0,7
2730,4,1,4,7,1,13,1,5,0,7
2731,2,8,3,4,2,7,1,6,0,0
2732,1,7,3,13,3,5,4,1,0,4
2733,4,11,2,11,3,12,4,13,0,2
2734,4,10,3,3,4,9,3,2,0,0
2735,1,7,3,5,1,1,3,10,0,5
2736,1,7,3,3,1,4,4,6,0,3
2737,4,2,3,7,1,13,2,12,0,6
2738,4,4,4,10,4,8,3,2,0,7
2739,4,11,2,7,1,2,1,11,0,5
2740,1,10,3,7,2,7,2,12,0,2
2741,1,10,2,7,3,9,2,8,0,2
2742,1,1,3,10,2,5,4,8,0,1
2743,1,3,1,1,2,13,4,9,0,6
2744,4,6,2,4,4,1,1,9,0,5
2745,2,9,4,11,2,7,4,2,0,4
2746,1,11,1,3,3,7,1,4,0,0
2747,1,13,3,13,3,7,3,12,1,2
2748,3,1,2,12,4,10,2,7,0,7
2749,3,2,1,3,2,4,1,9,0,3
2750,4,11,4,10,1,4,2,7,0,4
2751,4,2,2,9,3,2,4,4,0,3
2752,1,9,3,7,3,3,1,7,0,4
2753,1,7,2,7,4,2,4,4,0,4
2754,2,11,2,8,1,9,4,1,0,0
2755,4,12,2,7,4,8,4,1,0,0
2756,4,8,1,12,3,9,3,5,0,7
2757,2,1,1,4,2,2,3,2,1,3
2758,1,12,4,8,4,9,1,1,0,0
2759,2,5,3,2,3,5,4,3,0,3
2760,2,4,2,6,1,9,3,11,0,6
2761,1,10,3,11,1,6,4,11,0,2
2762,2,7,3,3,1,6,4,2,0,3
2763,4,6,4,11,1,2,3,9,0,1
2764,2,11,4,12,2,3,2,8,0,4
2765,1,4,2,2,1,9,3,11,0,6
2766,1,11,2,11,4,9,3,13,0,2
2767,2,5,4,11,2,1,4,7,0,1
2768,4,9,3,10,2,1,2,10,0,1
2769,1,11,2,6,3,4,4,9,0,5
2770,1,6,1,9,1,2,2,2,0,4
2771,4,10,3,4,3,12,3,6,0,0
2772,3,3,1,1,1,13,1,8,0,6
2773,2,3,1,4,1,1,3,8,0,3
2774,2,1,3,8,2,12,1,1,0,7
2775,1,11,2,13,1,4,3,4,0,4
2776,2,4,3,5,4,8,4,7,0,6
2777,3,12,3,4,3,5,4,8,0,5
2778,1,13,3,9,1,1,1,2,0,4
2779,3,10,3,9,1,4,2,10,0,5
2780,4,8,4,6,1,10,1,12,0,6
2781,4,7,4,11,4,12,2,13,0,2
2782,4,12,4,13,1,9,3,2,0,4
2783,1,6,2,7,1,10,3,2,0,7
2784,2,6,4,3,1,5,3,4,0,3
2785,2,5,1,6,4,1,4,4,0,3
2786,1,8,2,6,1,6,4,7,0,5
2787,3,13,4,6,4,3,3,4,0,4
2788,4,1,2,12,4,12,1,6,0,7
2789,4,1,4,8,3,6,4,3,0,3
2790,3,2,2,11,4,13,1,7,0,7
2791,2,12,3,10,2,1,3,7,0,4
2792,4,13,3,11,3,13,3,4,0,2
2793,3,2,3,5,3,11,3,12,1,6
2794,2,5,1,8,1,12,3,5,0,7
2795,2,2,4,2,2,5,1,9,0,6
2796,2,1,2,10,1,12,3,8,0,7
2797,4,12,1,5,1,7,4,7,0,5
2798,1,5,4,11,3,1,4,2,0,4
2799,1,4,4,12,4,5,1,9,0,1
2800,1,13,3,11,3,3,1,2,0,4
2801,1,5,2,7,1,6,1,10,0,1
2802,1,2,4,12,3,10,2,2,0,7
2803,4,7,2,12,2,4,1,3,0,4
2804,4,2,3,1,3,4,1,9,0,3
2805,3,1,4,1,3,9,2,10,0,6
2806,3,2,3,6,2,5,3,8,0,1
2807,4,7,4,11,1,4,4,4,0,4
2808,1,13,1,1,4,9,3,10,0,5
2809,1,8,2,8,1,4,1,5,0,4
2810,4,3,4,4,2,9,4,7,0,6
2811,1,8,3,1,1,2,1,9,0,5
2812,3,5,1,6,2,12,2,4,0,7
2813,3,4,4,11,1,3,2,10,0,1
2814,1,2,3,6,3,9,2,6,0,6
2815,2,9,2,2,2,4,2,6,0,5
2816,1,12,3,2,1,10,3,10,0,5
2817,4,8,1,5,2,5,2,1,0,3
2818,2,7,2,5,4,8,3,5,0,0
2819,4,11,2,2,4,13,4,3,0,0
2820,2,12,1,2,3,11,1,11,0,5
2821,3,3,3,12,1,13,2,11,0,7
2822,1,2,3,7,3,8,2,6,0,7
2823,4,1,3,1,2,9,3,6,0,6
2824,4,10,4,6,4,12,3,2,0,0
2825,4,6,3,3,4,2,2,10,0,5
2826,3,4,1,10,2,2,3,7,0,1
2827,1,11,3,10,3,12,3,2,0,0
2828,3,7,1,10,2,10,2,13,0,2
2829,3,12,1,10,1,7,2,4,0,4
2830,1,6,4,7,3,1,2,13,0,1
2831,1,13,1,9,2,13,3,8,0,2
2832,4,9,2,8,2,12,1,10,0,2
2833,4,3,3,11,4,12,1,12,0,6
2834,1,11,4,5,4,6,4,13,0,5
2835,2,7,3,7,3,6,2,6,0,4
2836,2,13,3,8,1,1,4,9,0,5
2837,2,11,4,5,3,4,2,3,0,4
2838,1,7,4,10,1,9,2,11,0,2
2839,3,8,4,10,1,8,4,13,0,2
2840,1,2,3,5,1,7,1,1,0,3
2841,2,2,3,10,4,11,1,10,0,6
2842,2,10,1,6,2,7,2,11,0,5
2843,3,1,4,4,4,7,4,9,0,6
2844,4,11,2,10,1,13,3,3,0,0
2845,1,2,4,11,1,9,2,4,0,7
2846,2,13,4,9,2,3,3,5,0,4
2847,1,8,4,12,4,6,4,4,0,4
2848,1,5,1,8,1,4,1,1,0,3
2849,4,8,1,12,4,7,1,9,0,2
2850,4,9,2,8,3,12,2,9,0,2
2851,4,13,3,9,3,12,1,1,0,0
2852,2,8,1,8,2,7,3,4,0,4
2853,1,10,1,8,3,8,1,12,0,2
2854,2,10,3,3,3,6,4,5,0,0
2855,4,6,2,5,2,9,4,5,0,0
2856,3,6,4,3,1,11,3,5,0,0
2857,4,13,2,9,2,4,3,8,0,4
2858,1,13,2,6,3,4,2,10,0,5
2859,4,5,2,1,3,2,1,1,0,3
2860,1,7,3,12,4,2,3,8,0,1
2861,1,10,1,3,4,10,1,4,0,0
2862,2,12,3,12,4,1,3,6,0,4
2863,4,8,3,5,1,13,1,11,0,6
2864,3,12,3,9,4,8,3,6,0,2
2865,1,8,2,2,4,10,1,11,0,6
2866,3,2,2,3,4,13,1,7,0,6
2867,3,9,2,13,2,1,4,4,0,4
2868,4,1,2,4,4,11,2,7,0,6
2869,3,6,1,1,4,3,1,9,0,5
2870,1,7,3,7,1,6,4,13,0,5
2871,1,12,2,13,2,9,4,13,0,2
2872,1,8,1,13,1,1,3,1,0,4
2873,1,9,3,10,4,13,1,13,0,2
2874,4,12,2,2,4,5,4,8,0,5
2875,2,4,2,3,4,9,1,7,0,6
2876,4,3,3,4,3,12,2,10,0,6
2877,3,7,1,5,1,3,1,7,0,5
2878,2,13,3,13,1,3,4,10,0,4
2879,4,13,3,11,1,8,2,7,0,2
2880,2,1,4,8,1,12,2,10,0,6
2881,4,6,2,2,3,1,3,7,0,3
2882,4,1,3,8,2,8,2,5,0,7
2883,4,11,1,6,1,10,4,10,1,2
2884,2,6,2,12,2,4,2,13,1,1
2885,1,7,1,2,2,12,1,12,0,6
2886,1,10,1,6,3,4,3,3,0,4
2887,3,5,4,11,1,1,1,13,0,1
2888,2,12,2,3,1,9,4,9,0,5
2889,1,10,3,11,4,9,3,9,0,2
2890,4,6,2,10,4,2,4,10,0,1
2891,1,2,2,1,1,3,1,7,0,3
2892,4,7,4,8,4,4,3,2,0,4
2893,1,10,3,1,2,5,4,10,0,5
2894,2,2,3,4,1,6,4,3,0,3
2895,2,3,4,5,3,9,3,7,0,6
2896,3,2,1,9,4,9,1,11,0,6
2897,2,6,3,8,2,4,1,5,0,4
2898,1,9,1,7,1,12,4,7,0,0
2899,3,9,3,8,4,9,4,1,0,0
2900,1,12,4,11,3,7,1,11,0,2
2901,2,8,2,3,3,7,2,11,0,5
2902,2,8,2,6,3,1,4,4,0,4
2903,3,2,1,10,2,6,3,8,0,1
2904,1,3,3,13,2,12,4,8,0,7
2905,1,13,2,2,3,8,1,5,0,0
2906,3,3,1,12,2,7,4,11,0,1
2907,3,12,3,6,2,5,2,11,0,5
2908,3,4,3,3,4,10,2,1,0,3
2909,3,9,4,4,3,7,2,2,0,0
2910,4,12,2,13,3,11,4,11,0,2
2911,3,12,2,7,4,8,1,1,0,0
2912,1,6,4,11,2,10,4,4,0,7
2913,3,9,4,1,4,9,3,8,0,0
2914,1,13,2,12,1,10,3,13,0,2
2915,3,4,3,6,2,4,4,3,0,3
2916,4,2,1,1,3,8,4,12,0,6
2917,4,2,2,13,3,3,1,11,0,1
2918,3,3,4,2,2,4,2,12,0,6
2919,4,9,3,11,2,9,2,10,0,2
2920,1,1,1,11,4,5,4,4,0,7
2921,1,3,4,1,4,4,1,4,0,3
2922,1,9,2,12,2,4,3,1,0,4
2923,2,4,2,2,2,7,3,6,0,3
2924,3,4,1,1,1,5,1,12,0,6
2925,2,12,3,8,2,5,1,8,0,4
2926,2,3,1,12,3,2,3,3,0,1
2927,4,3,4,12,3,8,2,6,0,7
2928,1,12,3,1,4,13,4,7,0,0
2929,1,2,1,12,2,2,1,4,0,1
2930,3,4,1,11,4,12,4,1,0,7
2931,4,9,3,10,1,2,1,1,0,4
2932,1,2,2,2,4,13,3,12,0,6
2933,1,8,4,13,2,10,1,12,0,2
2934,3,4,2,10,3,3,1,13,0,1
2935,3,4,1,9,4,5,2,10,0,1
2936,2,2,4,5,3,3,1,7,0,3
2937,2,6,1,12,4,11,4,2,0,7
2938,3,3,1,2,1,3,3,8,0,3
2939,3,6,2,13,2,1,4,5,0,4
2940,1,9,4,8,3,9,4,4,0,0
2941,2,2,4,7,1,2,4,10,0,1
2942,3,8,2,6,1,13,1,11,0,6
2943,2,3,2,6,1,10,3,8,0,6
2944,1,2,2,9,3,12,2,3,0,7
2945,3,8,4,10,2,10,2,13,0,2
2946,4,10,2,1,4,9,2,3,0,0
2947,1,10,2,2,1,9,4,8,0,0
2948,3,5,2,3,1,10,3,10,0,6
2949,2,7,4,13,4,9,3,3,0,7
2950,3,4,3,12,3,10,2,10,0,7
2951,4,10,2,13,1,13,4,7,0,2
2952,4,1,1,5,2,9,4,7,0,6
2953,3,8,3,9,4,10,2,1,0,7
2954,1,11,3,3,4,11,4,2,1,0
2955,4,6,1,6,3,4,3,3,0,3
2956,2,6,3,12,3,8,1,12,0,2
2957,3,7,4,3,1,6,3,2,0,3
2958,1,9,1,7,4,7,2,4,0,4
2959,4,10,3,8,3,3,3,12,0,5
2960,3,10,1,12,4,2,4,8,0,4
2961,1,11,1,10,2,8,1,12,0,2
2962,2,12,3,6,2,10,4,2,0,0
2963,3,7,1,12,1,2,3,3,0,4
2964,4,8,2,8,4,3,4,7,0,4
2965,1,5,3,8,4,5,1,1,0,3
2966,1,4,4,6,3,6,3,9,0,6
2967,3,5,1,4,1,10,4,3,0,0
2968,2,7,1,7,3,11,2,4,0,0
2969,3,13,1,1,3,10,2,6,0,0
2970,3,7,4,8,2,9,2,3,0,7
2971,2,11,3,9,3,11,2,10,0,2
2972,1,2,2,11,3,3,3,8,0,1
2973,3,3,1,13,2,10,3,5,0,7
2974,4,13,1,2,3,6,1,4,0,0
2975,4,6,2,13,3,4,4,7,0,1
2976,2,11,1,10,2,12,1,5,0,2
2977,3,2,4,7,1,10,1,11,0,6
2978,3,12,3,11,4,13,1,13,0,2
2979,4,8,1,13,3,5,4,7,0,4
2980,2,1,1,8,3,7,4,8,0,1
2981,1,7,1,11,3,12,1,2,0,7
2982,1,3,3,12,2,13,2,1,0,7
2983,4,11,3,12,2,12,4,5,0,2
2984,2,2,3,6,2,11,3,11,1,6
2985,2,9,2,5,4,5,4,7,0,5
2986,2,2,4,11,1,4,1,2,0,7
2987,2,13,3,1,3,8,2,7,0,0
2988,4,13,1,7,3,3,1,1,0,4
2989,1,12,3,8,4,10,2,8,0,2
2990,2,1,2,8,1,8,2,13,0,6
2991,2,9,1,4,1,8,3,11,0,5
2992,4,7,3,12,2,1,2,13,0,1
2993,2,2,3,2,1,4,3,11,0,6
2994,4,7,2,12,1,13,2,1,0,7
2995,3,10,4,7,1,12,3,9,0,2
2996,1,2,4,12,3,7,2,5,0,7
2997,2,6,1,4,3,2,4,9,0,5
2998,1,7,2,1,1,2,1,12,0,5
2999,4,9,1,3,1,7,4,1,0,0
3000,4,8,1,9,3,3,3,10,0,1
3001,1,4,4,10,2,2,4,3,0,4
3002,4,2,1,10,3,11,4,10,0,6
3003,2,9,4,9,3,3,4,4,0,4
3004,1,9,3,3,4,6,4,4,0,0
3005,3,1,1,12,1,13,2,3,0,7
3006,2,4,4,12,3,13,4,3,0,7
3007,3,9,2,2,1,1,1,11,0,5
3008,4,5,1,11,1,12,3,6,0,7
3009,2,11,2,12,4,3,4,12,0,2
3010,4,2,3,5,1,13,1,9,0,6
3011,2,6,3,10,2,4,4,1,0,4
3012,4,1,4,7,2,4,3,3,0,3
3013,1,6,1,4,1,12,4,11,0,6
3014,3,5,1,13,3,4,3,1,0,4
3015,2,8,2,6,3,5,2,1,0,4
3016,1,8,1,11,4,2,1,6,0,4
3017,1,13,2,11,4,2,2,8,0,4
3018,1,1,1,11,3,5,4,1,0,7
3019,3,10,1,13,2,10,3,13,0,2
3020,3,10,4,1,3,1,3,2,0,3
3021,3,10,1,5,2,3,3,4,0,4
3022,4,1,3,12,2,4,2,1,1,7
3023,1,4,4,9,2,12,1,7,0,7
3024,4,1,2,7,3,12,1,13,0,6
3025,1,7,4,11,2,7,3,13,0,2
3026,1,6,2,2,3,2,1,2,1,3
3027,3,5,2,5,4,7,1,2,0,3
3028,1,12,4,10,3,13,2,5,0,2
3029,4,13,2,9,2,5,3,2,0,4
3030,3,10,4,8,1,10,1,1,0,0
3031,1,4,4,7,3,12,2,3,0,7
3032,2,12,2,6,1,3,3,7,0,5
3033,2,7,1,2,3,13,2,1,0,0
3034,1,13,2,11,3,1,3,11,0,4
3035,2,4,1,3,3,9,4,1,0,3
3036,1,4,4,6,4,2,2,2,0,3
3037,4,13,2,7,4,12,3,10,0,2
3038,3,8,2,1,3,11,3,9,0,6
3039,1,7,3,10,4,4,4,5,0,4
3040,3,9,1,11,4,9,2,8,0,2
3041,4,12,2,3,3,7,1,3,0,0
3042,2,13,4,5,1,7,1,2,0,0
3043,4,11,4,1,1,4,3,10,0,5
3044,3,7,1,6,3,5,2,4,0,3
3045,2,5,4,10,4,5,1,11,0,1
3046,3,4,2,9,4,6,4,4,0,7
3047,4,6,4,5,2,2,1,1,0,3
3048,1,1,2,2,2,13,1,7,0,6
3049,2,6,2,11,3,7,2,12,0,1
3050,2,1,4,5,4,9,4,8,0,6
3051,3,6,1,10,3,12,2,10,0,2
3052,1,13,2,13,1,6,2,12,0,2
3053,2,6,2,7,4,3,2,11,0,1
3054,3,5,3,4,2,12,4,9,0,6
3055,4,9,2,9,1,7,3,6,0,4
3056,2,5,2,8,3,10,3,13,0,6
3057,4,12,1,1,4,8,3,4,0,0
3058,3,11,2,9,4,11,1,13,0,2
3059,3,2,2,4,1,3,2,10,0,1
3060,3,12,3,9,2,3,4,6,0,4
3061,4,10,1,6,2,9,4,13,0,2
3062,3,3,3,13,2,13,1,5,0,7
3063,3,11,3,13,3,2,1,3,0,4
3064,3,12,1,3,2,11,3,8,0,0
3065,1,9,1,10,4,2,4,3,0,4
3066,3,1,2,5,1,2,2,1,0,3
3067,3,8,4,9,3,12,2,1,0,7
3068,4,3,3,1,2,1,2,10,0,3
3069,4,6,3,4,2,7,4,12,0,6
3070,4,5,3,6,2,12,4,1,0,7
3071,4,5,1,10,3,13,3,12,0,2
3072,2,11,4,10,3,13,1,11,1,2
3073,4,13,4,4,3,8,3,7,0,0
3074,3,7,3,2,3,5,1,11,0,5
3075,3,8,4,1,2,7,1,13,0,5
3076,4,9,4,12,2,5,2,9,0,2
3077,3,10,2,2,2,3,1,12,0,5
3078,1,8,1,2,2,2,3,8,0,5
3079,1,5,1,12,4,9,3,5,0,7
3080,2,13,1,5,4,8,4,4,0,0
3081,2,11,3,5,4,9,3,11,0,5
3082,1,11,3,8,4,13,4,6,0,0
3083,1,2,1,8,1,11,4,2,0,7
3084,4,13,3,7,3,5,1,4,0,4
3085,2,13,4,11,1,12,4,10,1,2
3086,2,12,4,12,3,7,2,8,0,2
3087,1,6,2,7,1,3,3,6,0,3
3088,3,9,4,8,4,10,3,13,0,2
3089,2,11,4,13,1,3,2,12,0,2
3090,3,3,3,10,4,1,2,13,0,1
3091,2,6,3,3,4,4,1,1,0,3
3092,2,7,4,12,1,10,2,11,0,2
3093,1,4,4,2,4,7,4,13,0,6
3094,1,13,2,9,2,10,2,8,0,2
3095,3,10,2,9,3,2,2,12,0,5
3096,2,3,3,1,1,13,3,3,0,0
3097,2,2,4,13,4,2,3,4,0,1
3098,2,9,3,12,1,1,3,13,0,1
3099,2,13,2,7,2,9,3,13,0,2
3100,4,10,1,2,4,13,2,10,0,0
3101,4,1,4,10,2,2,3,12,0,1
3102,2,13,2,10,1,10,1,7,0,2
3103,3,2,4,4,4,12,3,12,0,6
3104,4,2,4,10,1,8,4,7,0,7
3105,4,8,1,13,3,5,1,5,0,4
3106,1,9,4,12,1,7,3,2,0,4
3107,1,9,4,7,4,1,1,11,0,5
3108,1,11,4,10,2,10,4,1,0,0
3109,4,12,4,11,2,2,4,9,0,4
3110,1,13,2,13,3,12,2,3,0,2
3111,4,12,4,13,1,2,2,7,0,4
3112,2,3,4,7,3,11,3,1,0,7
3113,3,6,4,6,4,5,3,13,0,5
3114,2,1,3,3,2,7,2,9,0,6
3115,2,10,1,1,2,9,1,11,0,5
3116,3,13,4,10,1,6,2,6,0,4
3117,2,1,3,7,3,3,2,13,0,1
3118,4,11,3,9,4,6,4,2,0,4
3119,4,12,1,1,3,7,1,11,0,5
3120,4,3,4,11,3,5,2,1,0,7
3121,3,8,1,1,4,2,3,11,0,5
3122,4,2,4,5,3,9,4,6,0,6
3123,3,4,4,3,1,6,1,13,0,6
3124,3,2,1,2,1,1,2,8,1,3
3125,1,7,2,11,1,5,3,12,0,1
3126,1,7,1,6,2,7,3,13,0,6
3127,4,11,1,13,4,13,4,5,0,2
3128,4,10,4,4,1,13,1,5,0,0
3129,1,2,4,6,4,2,4,1,0,3
3130,1,1,3,6,3,11,3,3,0,7
3131,3,8,2,5,2,1,4,1,0,3
3132,3,5,2,3,2,11,1,4,0,0
3133,2,5,4,6,3,11,2,1,0,7
3134,1,2,4,2,4,11,3,10,0,6
3135,1,7,1,9,1,2,2,10,0,1
3136,1,10,3,13,4,8,2,12,0,2
3137,2,9,3,1,3,11,3,8,0,0
3138,2,7,3,3,3,13,1,8,0,6
3139,4,2,2,8,3,7,3,3,0,7
3140,3,7,4,9,2,4,4,12,0,1
3141,4,8,1,5,4,2,4,3,0,3
3142,3,6,4,8,1,12,1,8,0,6
3143,3,6,2,1,3,11,3,2,0,0
3144,1,7,3,12,4,6,3,8,0,1
3145,2,3,1,4,2,2,2,8,0,3
3146,1,10,3,6,1,1,3,11,0,5
3147,4,8,3,12,4,9,2,11,0,2
3148,4,7,2,12,3,1,4,9,0,1
3149,3,12,2,8,4,4,1,6,0,4
3150,2,2,1,1,2,7,4,11,0,6
3151,4,13,1,12,3,6,2,8,0,2
3152,4,5,3,2,1,5,2,9,0,5
3153,4,12,4,8,3,10,3,3,0,0
3154,4,3,4,8,1,2,3,7,0,1
3155,2,2,4,7,4,2,4,1,0,3
3156,1,3,2,11,2,2,3,6,0,1
3157,4,3,2,4,3,3,4,8,0,3
3158,2,2,4,4,4,8,4,3,0,3
3159,3,9,1,2,3,10,1,11,0,6
3160,2,5,1,8,3,4,2,8,0,1
3161,1,4,1,1,2,13,3,8,0,6
3162,3,11,1,6,4,8,3,7,0,0
3163,3,3,4,1,3,11,1,11,0,6
3164,2,7,3,11,4,9,4,3,0,7
3165,1,6,1,3,4,4,2,3,0,3
3166,3,8,2,5,4,6,2,2,0,3
3167,3,8,2,1,4,9,1,2,0,0
3168,2,3,4,1,4,11,1,7,0,6
3169,3,13,2,8,4,12,3,8,0,2
3170,4,4,4,2,4,11,3,10,0,6
3171,2,12,3,9,1,13,4,1,0,0
3172,4,4,1,10,2,10,2,1,0,7
3173,1,7,1,3,4,5,4,3,0,3
3174,3,12,4,12,4,4,2,5,0,4
3175,1,9,3,6,2,6,4,11,0,5
3176,3,13,3,8,3,2,4,5,0,4
3177,2,9,4,4,3,11,1,10,0,6
3178,4,12,1,4,3,1,2,4,0,4
3179,1,12,2,1,1,4,3,9,0,5
3180,2,4,4,5,2,12,1,1,0,7
3181,4,5,3,9,2,2,2,1,0,4
3182,3,4,1,4,1,10,3,9,0,6
3183,4,1,2,6,1,9,4,11,0,6
3184,4,8,2,13,1,1,2,8,0,1
3185,2,6,2,5,1,8,3,3,0,3
3186,2,4,4,12,3,5,3,10,0,1
3187,2,4,3,6,3,5,3,11,0,1
3188,2,8,1,11,1,10,3,7,0,2
3189,3,7,4,11,4,9,4,2,0,7
3190,3,6,1,4,3,1,2,5,0,3
3191,1,6,1,10,3,12,2,4,0,7
3192,2,2,2,7,2,13,3,5,0,7
3193,3,2,2,7,1,8,2,4,0,7
3194,1,6,3,4,4,9,2,1,0,0
3195,2,4,3,3,1,6,2,7,0,3
3196,3,1,4,10,2,8,3,11,0,1
3197,2,13,2,12,4,10,1,2,0,4
3198,2,1,2,13,1,5,3,11,0,1
3199,2,4,4,4,4,12,4,2,0,0
3200,4,2,2,2,3,9,1,12,0,6
3201,2,9,2,11,1,2,3,3,0,4
3202,2,6,3,1,4,8,1,13,0,6
3203,4,9,1,1,4,4,2,6,0,5
3204,4,11,2,13,4,5,2,12,0,2
3205,1,7,3,1,3,11,3,2,0,0
3206,4,7,1,8,3,3,1,1,0,4
3207,1,3,1,11,4,6,2,5,0,7
3208,4,9,3,4,2,2,4,2,0,3
3209,2,1,2,11,2,4,1,1,0,7
3210,4,9,2,4,4,11,2,1,0,0
3211,4,3,3,1,1,11,1,3,0,3
3212,2,13,4,9,2,8,3,6,0,2
3213,3,1,1,2,2,7,1,3,0,3
3214,3,8,2,12,3,4,3,5,0,4
3215,1,6,2,3,4,7,2,7,0,3
3216,1,8,3,6,2,6,3,10,1,5
3217,1,1,4,2,1,5,4,6,0,3
3218,2,5,2,10,3,13,1,12,0,2
3219,1,8,4,6,1,10,1,11,0,6
3220,2,11,4,1,3,13,3,8,0,0
3221,1,7,1,9,1,3,2,2,0,4
3222,4,2,1,6,4,4,4,5,0,3
3223,3,13,3,1,3,9,4,1,0,0
3224,3,4,2,7,3,9,4,11,0,6
3225,4,7,3,12,4,4,1,8,0,1
3226,1,8,2,11,3,6,1,5,0,4
3227,3,10,4,1,3,12,3,4,0,0
3228,3,9,1,7,4,3,3,3,0,4
3229,4,5,2,8,3,3,2,5,0,3
3230,3,8,1,11,4,7,2,13,0,2
3231,2,13,4,10,1,1,3,6,0,4
3232,2,3,3,5,3,7,1,13,0,6
3233,2,10,4,12,1,8,3,6,0,2
3234,1,6,2,13,1,8,1,10,0,2
3235,2,6,4,5,2,13,2,2,0,0
3236,4,1,4,11,2,10,2,1,0,7
3237,2,7,2,9,4,1,4,12,0,1
3238,1,7,2,12,3,1,1,8,0,1
3239,4,1,3,7,2,10,1,7,0,6
3240,2,10,2,3,4,7,2,11,0,5
3241,3,2,1,6,4,9,3,7,0,6
3242,3,4,4,9,4,10,4,12,0,6
3243,3,13,3,4,3,2,2,1,0,4
3244,2,7,1,3,3,5,2,1,0,3
3245,3,1,2,6,3,7,4,10,0,6
3246,1,9,3,8,3,13,2,6,0,0
3247,4,10,2,10,3,11,4,8,0,2
3248,4,3,3,2,2,3,4,4,0,3
3249,3,9,2,7,1,5,4,13,0,5
3250,1,6,3,9,2,4,4,8,0,1
3251,4,8,3,1,1,6,4,3,0,3
3252,3,13,4,9,4,1,3,5,0,4
3253,3,8,4,13,4,6,2,13,0,2
3254,2,2,4,4,2,6,3,13,0,6
3255,1,9,3,4,3,1,4,10,0,5
3256,4,13,4,10,1,3,1,5,0,4
3257,1,1,3,7,1,9,2,11,0,6
3258,1,4,2,6,2,5,2,1,0,3
3259,1,3,2,7,4,1,3,12,0,1
3260,1,5,4,6,3,8,4,2,0,3
3261,2,6,2,8,2,3,3,5,0,4
3262,2,4,1,11,2,10,2,5,0,7
3263,3,11,2,3,1,10,1,6,0,0
3264,3,4,3,12,3,8,4,7,0,7
3265,1,9,1,5,2,4,2,9,0,5
3266,2,11,4,4,4,5,1,13,0,5
3267,4,2,3,1,2,1,4,3,0,3
3268,2,12,1,3,4,12,4,1,0,0
3269,1,11,4,12,3,3,3,13,0,2
3270,2,5,3,7,4,2,3,6,0,3
3271,1,1,1,10,4,5,3,8,0,1
3272,1,9,3,6,2,4,4,6,0,4
3273,2,5,3,12,4,13,4,5,0,7
3274,4,3,3,1,3,6,1,9,0,6
3275,3,13,2,12,1,10,1,13,0,2
3276,2,12,1,2,4,11,1,13,0,5
3277,3,2,4,6,3,13,1,6,0,6
3278,3,1,2,13,4,8,2,12,0,1
3279,2,7,4,3,1,4,3,10,0,5
3280,1,3,4,6,2,8,3,2,0,3
3281,2,7,1,9,2,11,2,12,0,2
3282,1,8,2,5,4,1,3,9,0,5
3283,2,4,3,2,4,7,2,10,0,6
3284,2,1,4,8,4,4,1,3,0,3
3285,3,1,4,7,3,2,3,3,0,3
3286,2,3,3,12,4,4,2,11,0,1
3287,1,7,1,12,3,7,4,13,0,2
3288,2,10,4,3,4,5,3,2,0,0
3289,2,2,2,5,2,11,3,1,0,7
3290,2,4,1,4,1,3,2,3,0,3
3291,2,13,2,12,1,11,4,1,0,4
3292,3,3,1,3,2,9,2,10,0,6
3293,1,11,1,10,4,12,3,3,0,0
3294,3,5,4,4,4,12,3,3,0,0
3295,3,6,1,9,1,6,4,4,0,4
3296,2,3,4,2,4,10,4,6,0,6
3297,2,8,3,10,1,2,2,2,0,4
3298,1,6,3,11,3,9,4,3,0,7
3299,3,13,3,1,1,3,2,2,0,0
3300,4,6,3,12,4,4,4,5,0,4
3301,4,6,3,13,4,4,1,1,0,4
3302,1,7,1,1,3,1,2,4,0,3
3303,3,8,2,13,1,2,4,9,0,1
3304,4,12,1,4,4,13,2,2,0,0
3305,1,10,4,13,3,9,2,13,0,2
