,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,labels,cluster
4668,245,3,18,0.3,1,0,2
4669,80,3,12,0.25,1,0,2
4670,125,5,5,0.08,1,0,5
4671,166,14,18,0.3,1,0,6
4672,330,4,11,0.18,1,0,8
4673,60,5,6,0.16,2,1,5
4674,130,1,3,0.05,1,1,5
4675,45,30,4,0.07,1,1,7
4676,165,3,159,2.71,1,0,3
4677,155,2,14,0.23,1,1,2
4678,119,60,1,0.04,1,0,6
4679,158,3,12,0.19,1,0,2
4680,169,5,51,0.83,1,0,2
4681,139,2,124,2.09,1,0,3
4682,125,4,7,0.11,1,0,5
4683,70,3,25,0.41,1,1,2
4684,135,1,173,4.69,3,1,3
4685,99,30,8,0.13,8,0,7
4688,250,3,30,0.51,1,0,2
4690,100,30,5,0.08,2,1,7
4691,128,3,89,1.53,1,0,3
4692,121,12,8,0.13,2,0,5
4693,160,30,36,0.63,2,0,6
4695,275,5,30,0.5,1,0,2
4696,180,3,3,0.07,1,0,5
4697,189,2,138,2.86,1,0,3
4699,99,2,148,2.46,1,0,3
4700,200,5,120,2.0,1,0,3
4701,145,4,115,1.9,2,0,3
4702,100,3,64,1.05,1,1,3
4703,240,1,22,0.37,1,0,2
4704,90,3,52,0.85,1,1,2
4705,220,2,55,0.91,1,0,2
4706,100,20,62,1.01,6,1,6
4707,59,1,142,2.34,3,1,3
4708,78,30,81,1.33,3,0,6
4709,75,2,85,1.41,2,0,3
4710,78,3,86,1.43,1,1,3
4711,250,1,4,0.07,1,0,5
4713,44,1,2,0.05,1,1,5
4714,69,2,25,0.47,2,1,2
4716,90,7,4,0.07,1,0,5
4717,125,4,10,0.17,1,0,5
4718,78,18,11,0.2,1,0,6
4719,785,2,85,1.52,1,0,6
4720,99,3,160,2.65,4,0,4
4721,74,30,9,0.16,1,1,7
4722,130,4,2,0.06,1,0,5
4723,105,2,216,3.54,1,0,3
4724,145,7,6,0.1,1,0,5
4725,90,1,146,2.67,2,1,3
4726,215,4,14,0.23,1,0,2
4727,100,3,1,0.03,1,0,5
4728,92,5,192,3.14,2,0,3
4729,185,29,5,0.08,1,0,7
4731,160,4,11,0.18,1,0,2
4732,93,110,12,0.26,19,0,0
4733,300,30,13,0.24,39,0,7
4734,75,1,3,0.05,3,1,8
4735,370,1,8,0.13,1,0,8
4736,425,2,4,0.07,1,0,8
4737,200,30,4,0.18,11,0,7
4738,125,2,55,0.89,1,1,2
4739,179,10,1,0.03,1,0,5
4740,46,2,55,1.24,1,1,2
4741,150,5,37,0.76,1,0,2
4742,52,4,37,0.6,2,1,2
4743,80,1,1,0.67,1,1,2
4744,120,2,4,0.08,1,0,5
4745,300,5,8,0.13,2,0,8
4746,110,2,1,0.02,1,1,5
4747,200,1,4,0.07,1,0,5
4748,75,5,9,0.16,1,0,5
4749,200,5,49,0.84,1,0,2
4750,300,3,11,0.19,1,0,8
4751,22,10,3,0.05,1,1,5
4752,129,30,15,0.27,52,0,7
4753,125,7,4,0.07,1,0,5
4755,185,5,18,0.3,1,0,2
4756,158,4,17,0.28,1,0,2
4758,316,3,29,0.49,1,0,2
4759,175,3,176,2.88,1,0,3
4760,97,3,33,0.65,1,0,2
4761,175,1,1,0.02,1,0,5
4763,72,3,6,0.1,1,1,5
4764,175,5,82,1.41,1,0,3
4766,85,5,1,0.04,1,0,5
4767,150,1,60,1.0,4,0,4
4768,225,2,257,4.21,2,0,3
4769,400,7,5,0.09,1,1,8
4770,125,4,14,0.3,1,1,2
4771,200,3,153,2.64,1,0,3
4775,89,10,10,0.18,1,0,5
4776,165,2,25,0.41,1,0,2
4778,285,1,89,1.47,2,0,3
4779,150,4,26,0.44,1,0,2
4780,70,2,10,0.16,2,1,2
4781,300,30,3,0.05,9,0,7
4782,220,5,3,0.13,1,0,5
4784,249,3,6,0.1,1,0,5
4786,69,3,18,0.29,4,1,8
4787,120,30,77,1.3,1,0,6
4788,69,2,60,1.05,2,1,3
4789,54,5,21,0.34,4,1,4
4790,50,5,24,0.39,4,1,4
4791,51,6,20,0.33,4,1,4
4792,99,3,10,0.58,1,1,2
4793,290,7,1,0.03,1,0,5
4795,49,2,114,1.87,4,1,4
4796,115,3,6,0.1,1,0,5
4797,78,21,60,0.99,1,1,6
4798,125,7,25,0.41,1,0,2
4799,135,3,225,3.69,2,0,3
4801,205,2,8,0.16,1,0,5
4802,95,30,36,0.61,1,0,6
4803,55,3,225,3.7,1,1,3
4804,47,2,118,1.99,1,1,3
4805,39,4,48,0.82,2,1,2
4806,349,5,19,0.45,1,0,8
4807,250,1,7,0.12,1,0,5
4808,290,7,90,1.53,1,0,6
4809,85,1,83,1.51,3,1,3
4810,170,2,1,0.02,1,0,5
4811,146,11,50,0.82,1,0,6
4812,99,2,7,0.12,1,0,5
4813,150,3,25,0.42,1,0,2
4814,240,2,87,1.46,1,0,3
4815,500,2,48,0.8,1,0,6
4816,48,2,33,0.92,1,1,2
4817,129,1,21,0.36,1,0,2
4818,750,3,16,0.27,1,0,8
4819,180,5,9,0.15,1,0,5
4820,70,3,1,0.09,1,1,5
4822,240,1,1,0.05,1,0,5
4823,100,5,10,0.17,1,0,5
4824,122,30,7,0.12,1,0,7
4825,400,3,9,0.36,2,0,8
4826,47,2,75,1.27,4,1,4
4827,140,3,12,0.2,1,0,2
4828,55,1,231,3.95,2,1,3
4829,110,4,3,0.05,1,0,5
4830,175,3,1,0.02,2,0,5
4831,80,7,6,0.18,1,0,5
4832,150,2,4,0.07,1,0,5
4833,200,4,4,0.07,1,0,5
4834,50,10,1,0.03,2,1,5
4835,99,1,21,0.47,2,1,2
4836,60,7,11,0.18,2,1,5
4837,225,1,39,2.73,1,0,3
4838,175,3,5,0.08,1,0,5
4839,60,7,16,0.26,1,1,2
4840,255,2,1,0.02,1,0,5
4841,75,15,4,0.07,2,1,5
4842,190,3,2,0.03,1,0,5
4843,495,3,15,0.27,3,0,8
4844,98,5,11,0.18,1,0,2
4847,215,1,107,1.8,1,0,3
4848,200,5,7,0.12,1,0,5
4849,100,2,45,0.98,1,0,2
4852,110,1,1,0.02,1,0,5
4853,115,3,64,1.05,2,0,3
4854,75,1,3,0.05,1,1,5
4855,289,1,7,0.12,1,0,5
4856,95,1,202,3.31,2,1,3
4857,197,1,285,4.83,1,0,3
4860,375,3,6,0.1,1,0,8
4861,56,1,145,2.38,1,1,3
4862,225,15,15,0.45,1,0,6
4863,70,7,1,0.02,1,0,5
4864,264,30,6,0.1,10,0,7
4865,199,30,11,0.19,10,0,7
4866,149,2,19,0.33,3,0,8
4867,142,1,169,2.8,2,0,3
4868,299,4,58,0.97,2,0,6
4869,50,3,15,0.25,1,0,2
4870,160,1,488,8.14,1,0,3
4871,127,4,142,2.34,1,0,3
4872,110,3,39,0.85,1,0,2
4873,69,2,36,0.6,3,1,4
4874,175,3,4,0.07,2,0,5
4875,179,5,72,1.18,1,0,3
4876,144,1,51,0.84,2,0,2
4878,150,1,1,0.02,1,0,5
4879,109,2,214,4.58,1,0,3
4881,75,3,4,0.08,1,0,5
4882,135,3,3,0.05,1,0,5
4884,38,30,8,0.14,18,1,7
4885,195,2,231,3.82,1,0,3
4886,146,3,91,1.52,2,0,3
4887,318,5,19,0.32,1,0,2
4889,140,2,133,2.52,2,0,3
4890,85,1,145,3.48,12,1,4
4891,170,1,1,0.02,1,0,5
4892,100,2,2,0.03,1,1,5
4893,350,4,8,0.13,1,0,8
4894,199,3,25,0.42,1,0,2
4895,77,6,17,0.29,1,1,2
4896,80,1,2,0.03,1,1,5
4897,79,2,11,0.19,1,1,2
4898,550,3,5,0.1,1,1,8
4899,155,5,7,0.12,1,0,5
4900,275,30,12,0.2,1,0,7
4901,119,2,10,0.18,1,0,5
4902,85,20,5,0.09,1,0,6
4904,90,2,127,2.15,1,1,3
4905,135,5,53,0.9,1,0,2
4906,90,3,230,3.79,1,1,3
4907,150,1,5,0.08,1,0,5
4908,38,3,76,1.3,3,1,3
4909,87,30,4,0.07,52,0,7
4910,210,5,3,0.05,1,0,5
4911,80,2,50,0.83,1,1,2
4912,250,3,20,0.39,1,0,2
4913,175,1,18,0.31,1,0,2
4914,65,1,52,0.87,2,1,2
4915,140,1,48,0.81,1,0,2
4916,129,4,17,0.28,1,0,2
4917,159,4,45,0.75,1,0,2
4919,249,3,44,0.74,1,0,2
4920,151,5,52,0.91,5,0,4
4921,79,4,70,1.19,1,1,3
4922,125,3,10,0.22,1,0,5
4923,135,5,76,1.28,1,0,3
4924,151,2,5,0.1,2,0,5
4925,600,3,73,1.23,1,0,6
4926,59,1,142,2.63,1,0,3
4927,273,4,85,1.41,1,0,3
4928,70,2,28,0.82,2,1,2
4929,95,1,2,0.03,1,1,5
4930,399,3,49,0.96,4,0,6
4931,96,1,332,5.57,2,1,3
4932,110,1,47,0.81,1,2,2
4934,69,2,249,4.12,2,1,3
4935,85,2,67,1.56,3,1,3
4936,150,2,121,2.02,1,0,3
4937,170,1,9,0.15,1,0,5
4938,125,5,12,0.2,1,0,2
4939,130,1,191,3.17,1,1,3
4940,145,1,358,5.96,1,0,3
4941,500,1,138,2.34,1,0,6
4942,95,3,160,2.78,2,1,3
4943,150,4,9,0.15,2,0,5
4945,56,2,180,3.04,1,1,3
4946,60,1,1,0.02,1,1,5
4947,85,3,37,0.62,1,0,2
4948,80,5,3,0.05,1,1,5
4949,100,3,16,0.26,1,1,2
4950,54,3,2,0.05,2,1,5
4951,113,4,38,0.63,1,0,2
4952,200,2,175,2.93,1,0,3
4953,75,5,5,0.1,1,1,5
4954,200,1,31,0.53,1,2,2
4955,110,30,4,0.07,1,0,7
4956,500,3,19,0.36,4,0,8
4958,200,1,14,0.24,1,0,2
4959,69,60,9,0.16,2,1,6
4960,200,5,64,1.09,1,0,3
4961,140,5,7,0.15,3,0,8
4962,45,4,37,0.64,4,1,4
4966,70,180,7,0.12,19,0,0
4967,200,2,62,1.06,1,1,3
4968,308,2,9,0.15,1,0,5
4969,270,5,8,0.21,1,0,5
4971,365,2,62,1.02,1,0,6
4972,99,1,83,1.39,1,1,3
4973,175,7,9,0.27,1,0,5
4974,220,4,60,1.01,1,0,3
4975,80,1,3,0.05,2,1,5
4976,230,2,7,0.15,1,0,5
4977,60,30,2,0.19,1,1,7
4978,120,14,1,0.03,1,1,5
4979,45,14,8,0.81,4,1,6
4980,100,4,50,0.83,1,0,2
4982,100,4,25,1.11,1,0,2
4983,230,1,29,0.49,1,0,2
4984,225,1,5,0.09,1,0,5
4985,120,2,60,1.0,1,0,3
4986,99,2,8,0.17,3,1,8
4988,122,1,157,2.64,1,0,3
4989,150,1,2,0.03,1,0,5
4990,140,2,292,4.95,2,0,3
4991,150,3,18,0.3,1,0,2
4992,38,30,77,1.28,11,1,0
4993,200,7,16,1.09,1,0,2
4994,50,1,12,0.31,1,1,2
4995,45,6,13,0.23,8,1,4
4996,90,30,1,0.02,1,1,7
4997,85,2,2,0.04,1,1,5
4999,108,2,81,1.35,1,0,3
5000,129,3,15,0.25,1,0,2
5001,275,2,180,2.99,2,0,3
5002,148,30,9,0.15,9,0,7
5004,160,2,5,0.08,1,0,5
5005,130,5,150,2.48,2,0,3
5006,180,3,192,3.2,1,1,3
5007,50,1,14,0.23,1,1,2
5008,145,6,61,1.17,1,1,2
5009,94,7,17,0.28,1,1,2
5010,180,2,24,0.41,1,0,2
5011,80,6,3,0.07,1,1,5
5012,97,3,15,0.25,1,0,2
5013,90,2,51,0.86,1,0,2
5014,70,2,56,0.94,1,0,2
5015,120,3,29,0.55,1,0,2
5016,120,3,116,1.95,1,0,3
5018,59,9,26,0.44,3,1,6
5019,91,3,33,0.65,1,1,2
5020,184,3,146,2.46,1,0,3
5021,45,1,13,0.26,1,1,2
5022,150,4,147,2.44,1,1,3
5023,139,3,24,0.49,1,0,2
5024,65,7,45,0.92,1,1,2
5025,65,2,13,0.28,2,1,2
5026,150,2,13,0.26,1,1,2
5027,115,2,5,0.08,1,0,5
5028,299,7,6,0.19,1,0,5
5029,80,2,103,1.7,1,0,3
5030,80,21,88,1.5,1,1,6
5032,135,1,14,0.27,1,1,2
5033,80,2,122,2.07,1,1,3
5034,69,1,4,0.09,1,1,5
5035,75,30,2,0.04,8,1,7
5036,94,10,26,0.52,1,0,2
5037,192,4,6,0.14,1,0,5
5038,50,21,3,0.3,8,1,0
5039,58,21,2,0.04,8,1,0
5040,120,6,25,0.42,4,0,4
5041,69,2,11,0.18,2,1,2
5042,50,4,2,0.03,1,1,5
5043,125,3,8,0.13,1,0,5
5044,50,30,14,0.23,6,1,7
5045,85,3,47,0.81,1,1,2
5046,59,1,173,2.87,3,1,3
5047,130,30,3,0.08,29,0,7
5048,104,30,11,0.19,8,0,7
5049,95,30,8,0.16,3,0,7
5050,199,5,40,0.68,8,0,4
5051,105,1,3,0.14,2,1,5
5052,34,6,81,1.35,3,1,3
5053,120,3,12,0.22,1,0,2
5054,87,6,11,0.28,1,0,5
5055,125,1,30,0.5,2,0,2
5056,170,2,41,0.69,2,0,2
5057,250,7,3,0.06,1,0,5
5058,55,1,3,0.05,1,1,5
5059,80,1,57,0.97,1,1,2
5060,95,30,10,0.28,3,0,7
5061,150,1,13,1.27,3,1,8
5062,140,5,28,0.6,1,0,2
5063,150,3,117,1.96,1,0,3
5064,159,3,1,0.02,1,0,5
5065,95,75,13,0.23,19,0,0
5066,159,30,3,0.08,52,0,7
5067,65,4,18,0.3,1,1,2
5068,100,1,26,2.52,1,0,3
5069,85,5,12,0.2,1,1,2
5070,175,2,25,0.43,1,0,2
5071,175,3,4,0.07,1,0,5
5072,260,7,3,0.05,2,0,5
5073,80,3,24,0.4,3,0,4
5074,69,2,56,0.95,7,1,4
5075,100,3,36,0.6,1,0,2
5076,85,1,31,0.51,2,1,2
5077,95,3,2,0.03,1,0,5
5078,160,30,15,0.25,39,0,7
5079,49,2,6,0.1,1,1,5
5080,65,1,35,0.88,1,1,2
5081,150,30,2,0.03,39,0,7
5082,115,30,3,0.06,52,0,7
5083,113,2,36,0.74,1,1,2
5084,110,30,10,0.18,52,0,7
5085,75,11,14,0.23,3,1,6
5086,250,5,2,0.04,1,0,5
5087,50,7,12,0.55,1,1,2
5088,81,30,99,1.67,3,0,6
5089,69,3,168,2.88,2,1,3
5090,125,5,1,0.03,2,1,5
5091,65,5,2,0.03,1,1,5
5093,175,30,2,0.06,96,0,7
5094,49,2,26,0.54,1,1,2
5095,191,3,51,0.88,1,0,2
5097,250,2,6,0.11,1,0,5
5098,216,1,233,3.89,1,0,3
5100,119,2,43,0.72,1,1,2
5101,118,30,4,0.08,29,0,7
5102,95,3,67,1.65,1,1,3
5103,110,3,34,0.57,1,0,2
5104,170,4,137,2.55,1,0,3
5105,99,3,9,0.15,1,0,5
5106,172,30,9,0.16,21,0,7
5107,75,2,3,0.06,1,1,5
5108,50,5,18,0.79,1,1,2
5109,77,2,145,2.42,1,1,3
5110,125,14,15,0.41,1,0,6
5111,75,2,111,1.89,1,1,3
5112,350,2,13,0.35,1,0,8
5113,55,4,27,0.46,4,1,4
5114,99,2,216,3.61,1,0,3
5115,545,2,6,0.12,3,0,8
5116,70,2,277,4.67,3,1,3
5118,150,4,2,0.03,1,0,5
5119,55,2,20,0.41,1,1,2
5120,100,7,46,0.87,1,0,2
5121,100,5,7,0.12,1,0,5
5122,95,2,116,2.18,1,0,3
5124,200,4,22,0.45,1,0,2
5125,190,1,20,0.33,1,0,2
5126,65,2,3,0.06,1,1,5
5127,400,2,120,2.05,1,0,6
5128,95,1,10,0.21,1,0,5
5129,197,2,207,3.46,2,0,3
5130,395,3,20,0.34,1,0,8
5131,100,1,2,0.04,1,1,5
5132,200,3,6,0.1,1,0,5
5133,165,3,6,0.1,1,0,5
5134,145,5,4,0.07,1,0,5
5135,75,1,135,2.27,1,0,3
5136,180,3,72,1.22,1,0,3
5137,73,4,48,0.8,5,1,4
5138,87,3,61,1.01,5,1,4
5139,74,3,60,1.0,5,1,4
5140,65,1,6,0.12,1,1,5
5141,199,8,48,1.06,1,0,2
5142,65,60,2,0.03,1,1,6
5143,160,7,5,0.09,1,0,5
5144,175,1,6,0.1,2,1,5
5146,195,30,7,0.14,39,0,7
5147,99,5,27,0.7,1,1,2
5148,175,1,121,2.03,2,0,3
5150,99,3,10,0.28,1,0,5
5151,100,2,6,0.16,1,1,5
5152,199,2,18,0.3,1,0,2
5153,199,3,118,2.12,1,0,3
5154,100,3,70,1.21,2,0,3
5155,45,2,38,1.6,2,2,2
5156,72,1,204,3.41,1,1,3
5157,129,2,179,2.99,1,0,3
5158,100,3,168,2.81,1,0,3
5159,85,7,2,0.03,1,0,5
5160,70,1,2,0.03,1,1,5
5161,100,2,5,0.09,1,0,5
5162,160,3,1,0.02,1,0,5
5163,185,30,1,0.02,2,0,7
5164,162,1,9,0.23,1,0,5
5165,80,1,2,0.03,1,1,5
5167,45,5,8,0.31,1,1,5
5168,129,30,6,0.12,52,0,7
5169,55,1,1,0.02,1,1,5
5170,68,5,12,0.26,1,1,2
5171,120,2,1,0.02,1,0,5
5172,55,2,41,1.09,2,1,2
5174,50,5,2,0.03,2,1,5
5175,150,1,7,0.12,1,0,5
5176,140,30,21,0.38,1,0,6
5177,136,30,9,0.17,14,0,7
5179,125,3,133,2.25,1,1,3
5181,82,3,56,0.94,5,1,4
5182,150,1,3,0.05,1,0,5
5183,90,8,17,0.42,1,0,2
5184,117,5,105,1.77,1,0,3
5185,71,3,55,1.03,5,1,4
5186,390,3,10,0.17,1,0,8
5187,58,3,93,2.1,1,1,3
5188,50,5,3,0.05,1,1,5
5189,150,5,10,0.17,1,0,5
5190,150,1,9,0.19,1,1,5
5191,80,7,47,0.8,2,1,2
5192,115,1,78,1.31,1,1,3
5194,95,30,10,0.22,52,0,7
5195,85,2,1,0.05,1,1,5
5196,180,3,72,1.31,1,0,3
5197,149,3,8,0.17,1,0,5
5198,200,7,16,0.34,1,0,2
5199,69,2,177,2.98,1,1,3
5200,85,5,25,0.44,1,1,2
5201,117,1,82,1.39,1,0,3
5202,219,1,68,1.15,1,0,3
5203,100,2,141,2.43,1,0,3
5204,320,3,39,0.71,1,0,2
5205,95,30,54,0.91,26,1,0
5206,110,1,16,0.32,5,1,8
5207,105,24,2,0.04,1,0,6
5208,134,4,46,0.89,1,0,2
5209,45,10,9,0.26,1,1,5
5210,200,13,3,0.05,1,0,5
5211,110,2,79,1.33,1,1,3
5212,150,3,72,1.23,2,0,3
5213,149,2,234,3.9,1,0,3
5214,85,2,52,0.91,2,1,2
5215,200,7,5,0.09,1,0,5
5216,170,3,116,1.96,2,0,3
5217,40,3,59,1.0,1,1,3
5219,95,1,389,6.51,2,1,3
5220,95,1,64,1.12,2,1,3
5221,350,1,9,0.2,1,1,8
5222,165,3,173,2.97,1,0,3
5223,120,2,21,0.51,1,0,2
5224,130,3,10,0.38,1,1,5
5225,40,1,8,0.16,4,1,8
5226,130,3,135,2.27,2,0,3
5227,120,3,80,1.37,1,0,3
5228,90,1,40,0.68,1,0,2
5229,120,2,82,1.6,1,1,3
5230,115,1,16,0.27,1,2,2
5231,150,2,1,0.02,1,0,5
5232,170,1,20,0.4,1,1,2
5233,124,5,85,1.45,1,0,3
5234,104,30,16,0.28,8,0,7
5235,99,30,14,0.24,8,0,7
5237,158,30,5,0.1,21,0,7
5240,115,1,2,0.03,1,0,5
5241,55,1,276,4.63,2,1,3
5242,72,3,154,2.72,2,1,3
5243,170,30,12,0.22,39,0,7
5244,150,7,15,0.27,1,0,2
5245,39,1,13,1.18,2,1,2
5246,49,2,77,1.53,1,1,3
5247,39,30,9,0.16,18,1,7
5248,200,3,78,1.33,1,0,3
5249,185,30,12,0.2,1,0,7
5250,200,4,17,0.29,1,0,2
5251,110,3,1,0.02,1,1,5
5252,275,3,4,0.07,1,0,5
5253,105,1,372,6.23,2,1,3
5254,260,1,299,5.04,2,0,3
5255,175,25,4,0.07,1,0,6
5256,90,3,96,1.66,1,0,3
5257,125,21,1,0.02,1,0,6
5258,239,3,11,0.45,2,0,8
5259,195,2,31,0.52,1,0,2
5260,53,1,321,5.46,1,1,3
5261,99,1,147,2.84,1,1,3
5263,130,60,4,0.07,1,0,6
5264,325,30,9,0.16,1,0,6
5265,135,2,252,4.37,1,0,3
5266,85,2,206,3.5,2,1,3
5267,68,3,164,2.85,1,1,3
5268,45,14,1,0.02,1,1,5
5269,87,30,6,0.11,52,0,7
5270,89,1,52,1.44,1,1,2
5271,150,3,203,3.42,1,0,3
5272,124,30,10,0.17,1,0,7
5274,125,2,128,2.17,3,1,3
5275,145,2,75,1.27,3,1,3
5277,75,2,2,0.04,2,1,5
5278,87,30,7,0.12,52,0,7
5279,50,5,6,1.41,1,1,2
5280,150,30,11,0.2,39,0,7
5281,95,30,2,0.04,1,1,7
5282,200,30,7,0.14,39,0,7
5283,120,1,23,0.45,1,0,2
5284,325,3,70,1.19,1,0,6
5285,165,2,2,0.04,1,0,5
5286,140,30,4,0.09,96,0,7
5287,33,1,52,0.87,2,1,2
5288,169,4,7,0.14,1,0,5
5290,190,5,5,0.08,1,0,5
5291,39,30,9,0.19,18,1,7
5292,165,4,138,2.66,2,0,3
5293,79,1,39,0.83,1,1,2
5294,125,1,10,0.17,1,0,5
5295,349,4,10,0.17,1,0,8
5297,40,3,41,0.7,3,1,4
5298,76,5,14,0.28,1,0,2
5300,45,30,25,0.53,1,1,6
5301,80,3,2,0.06,1,0,5
5302,265,4,21,0.36,1,0,2
5303,65,2,7,0.12,1,2,5
5304,90,3,2,0.05,1,0,5
5305,115,25,70,1.27,1,1,6
5307,45,3,23,0.39,3,1,4
5308,50,1,164,2.78,4,1,4
5309,72,2,36,0.61,7,1,4
5310,50,1,207,3.48,4,1,3
5311,57,2,43,0.72,7,1,4
5312,225,3,5,0.08,1,0,5
5314,120,3,102,1.73,1,0,3
5316,249,2,80,1.35,1,0,3
5318,225,4,3,0.05,1,0,5
5319,95,14,3,0.13,1,0,5
5320,90,4,17,0.29,1,0,2
5321,101,10,16,0.29,1,0,2
5322,246,2,25,0.54,2,0,2
5323,120,5,18,0.32,1,0,2
5324,150,3,68,1.35,1,0,3
5325,119,1,1,0.02,1,0,5
5326,150,1,8,0.13,1,0,5
5327,80,5,18,0.3,2,1,2
5328,189,2,13,0.27,1,0,2
5329,90,3,39,0.67,1,1,2
5330,200,5,1,0.02,1,0,5
5331,120,25,6,0.11,1,0,6
5332,149,1,55,0.94,1,1,2
5333,130,30,2,0.04,52,0,7
5334,35,10,20,0.34,1,1,2
5335,139,3,108,1.83,1,0,3
5336,100,2,11,0.24,1,0,2
5337,65,30,12,0.21,1,1,7
5338,200,5,7,0.18,1,0,5
5339,99,4,26,0.49,1,0,2
5340,115,2,59,1.02,5,0,4
5341,149,1,91,1.53,5,1,4
5342,135,3,15,0.32,1,0,2
5343,150,5,11,0.23,2,1,2
5344,105,3,104,1.79,1,1,3
5345,75,8,1,0.02,1,0,5
5346,175,3,45,1.05,1,0,2
5347,135,3,8,0.14,1,0,5
5350,97,5,3,0.06,1,1,5
5351,860,4,39,0.67,1,0,0
5353,98,3,233,3.97,1,0,3
5354,87,30,5,0.1,52,0,7
5355,150,30,13,0.23,14,0,7
5356,50,4,3,0.06,6,1,4
5357,185,30,2,0.13,96,0,7
5358,225,2,16,0.28,1,0,2
5359,151,5,51,0.87,5,0,4
5360,75,1,42,0.72,1,0,2
5362,150,2,254,4.33,1,0,3
5363,145,4,17,0.29,1,0,2
5364,250,4,28,0.49,1,0,2
5365,170,1,4,0.07,1,1,5
5366,145,5,53,0.9,1,0,2
5367,200,6,19,0.32,1,0,2
5368,50,1,5,0.09,1,1,5
5369,250,1,6,0.1,1,1,5
5370,229,2,21,0.36,1,0,2
5371,129,2,12,0.2,1,0,2
5373,168,30,4,0.16,96,0,7
5374,80,4,27,0.46,1,1,2
5375,104,5,45,0.77,2,0,2
5376,100,2,7,0.12,1,0,5
5377,95,1,297,5.03,2,1,3
5378,95,2,2,0.06,1,1,5
5379,200,7,2,0.03,1,0,5
5381,100,3,2,0.22,2,1,5
5382,195,1,401,6.76,1,0,3
5383,299,5,1,0.06,1,0,5
5384,45,30,7,0.74,6,1,7
5385,139,365,13,0.23,1,1,0
5386,200,4,3,0.05,1,0,5
5387,70,2,242,4.09,1,0,3
5388,50,7,1,0.02,1,1,5
5389,42,4,4,0.11,2,1,5
5390,116,28,45,0.76,1,0,6
5391,200,4,1,0.02,1,0,5
5392,129,4,32,0.56,1,1,2
5393,125,2,117,1.99,1,1,3
5394,55,3,4,0.07,1,1,5
5395,200,2,6,0.1,1,0,5
5396,165,29,7,0.27,2,0,7
5397,199,5,5,0.08,1,0,5
5398,150,3,15,0.26,1,0,2
5400,90,1,10,0.17,1,1,5
5401,120,10,51,0.86,1,0,6
5402,40,1,73,1.23,2,1,3
5403,75,3,174,2.96,1,1,3
5404,68,5,5,0.11,1,1,5
5405,75,2,99,1.67,3,1,3
5406,45,2,7,0.12,2,0,5
5407,45,1,6,0.21,1,2,5
5408,65,1,74,1.26,2,1,3
5409,75,3,14,0.24,2,1,2
5410,84,2,5,0.09,3,1,8
5411,130,2,101,1.71,1,0,3
5412,50,30,12,0.2,1,1,7
5413,150,3,50,0.85,1,1,2
5414,95,2,7,0.13,3,1,8
5415,300,1,2,0.03,1,0,5
5416,113,30,8,0.13,52,0,7
5417,145,1,23,0.39,1,0,2
5419,90,1,295,4.99,2,1,3
5420,95,30,15,0.27,19,0,7
5421,118,30,3,0.1,29,0,7
5422,75,5,2,0.03,1,0,5
5423,225,7,26,0.68,1,0,2
5424,81,2,4,0.08,3,1,8
5425,190,2,4,0.08,1,0,5
5426,75,1,3,0.05,1,1,5
5427,59,2,12,0.2,4,1,8
5428,99,1,75,1.31,2,1,3
5431,275,3,9,0.19,1,0,5
5433,120,28,12,0.22,1,0,7
5434,125,3,11,0.19,1,0,2
5435,75,30,1,0.42,1,1,7
5436,117,3,7,0.12,1,0,5
5437,80,1,4,0.07,1,0,5
5438,60,6,3,0.08,1,1,5
5439,103,3,169,2.88,1,1,3
5440,65,1,1,0.06,2,0,5
5441,45,5,14,0.28,1,1,2
5442,70,3,64,1.16,1,1,3
5443,90,7,1,0.02,1,0,5
5444,225,5,7,0.12,1,0,5
5445,125,14,2,0.04,1,0,5
5446,175,2,76,1.29,1,0,3
5447,195,3,25,0.43,3,0,8
5448,130,4,177,3.01,1,1,3
5449,96,3,1,0.02,1,1,5
5450,129,2,199,3.42,1,1,3
5451,200,7,10,0.17,1,0,5
5452,95,4,11,0.19,2,1,2
5453,189,2,57,1.18,1,0,2
5454,450,1,1,0.03,1,0,8
5455,264,3,38,0.65,3,0,6
5456,45,30,20,0.34,2,1,6
5457,150,2,11,0.42,1,0,2
5458,540,3,20,0.38,3,0,8
5460,230,6,1,0.02,1,0,5
5461,65,2,16,0.27,1,1,2
5463,160,4,75,1.31,2,0,3
5465,138,5,1,0.1,1,0,5
5466,155,1,19,0.35,7,0,4
5468,39,4,33,0.57,3,1,4
5469,115,2,76,1.3,1,0,3
5470,110,30,3,0.05,9,0,7
5471,100,3,172,2.93,1,1,3
5472,225,3,2,0.04,1,0,5
5473,125,14,10,0.21,1,0,5
5474,150,1,1,0.02,1,1,5
5475,199,4,9,0.23,1,0,5
5476,250,3,12,0.25,1,0,2
5477,210,2,10,0.21,2,0,5
5478,180,2,139,2.42,1,0,3
5479,129,5,26,0.58,1,0,2
5480,90,1,265,4.5,1,1,3
5481,50,30,46,0.79,3,1,6
5482,140,1,37,0.66,1,0,2
5483,150,2,5,0.09,1,0,5
5484,233,30,17,0.33,1,0,6
5485,170,2,1,0.16,1,0,5
5486,60,2,6,0.26,3,1,8
5487,200,2,3,0.05,1,0,5
5489,150,30,1,0.02,52,0,7
