,suit1,card1,suit2,card2,suit3,card3,suit4,card4,labels,cluster
6539,3,13,3,9,4,6,2,8,0,6
6540,2,1,4,2,4,8,4,12,0,0
6541,2,7,4,7,3,4,3,8,0,0
6542,2,3,1,11,1,2,3,2,0,2
6543,2,1,3,2,1,8,1,10,0,1
6544,1,2,4,3,4,8,4,4,0,0
6545,4,13,2,11,2,4,4,2,0,7
6546,3,3,1,2,4,5,2,1,0,4
6547,2,7,3,9,3,4,1,13,0,6
6548,1,3,4,7,2,5,2,8,0,0
6549,4,4,1,6,1,9,3,6,0,7
6550,4,11,1,4,2,1,3,12,0,7
6551,2,2,3,7,2,7,2,6,0,6
6552,1,11,2,7,3,9,1,12,0,8
6553,1,3,2,13,4,10,3,2,0,5
6554,4,13,3,12,4,7,3,10,0,6
6555,3,12,3,7,1,9,3,10,0,1
6556,4,12,3,1,2,9,2,6,0,6
6557,1,12,1,2,3,3,3,7,0,5
6558,4,5,2,9,2,4,4,10,0,7
6559,4,1,4,10,3,3,3,10,0,0
6560,2,10,4,1,4,12,2,12,0,0
6561,3,9,2,4,1,6,2,12,0,3
6562,3,7,4,10,2,7,4,2,0,0
6563,4,9,4,5,2,8,1,9,0,0
6564,2,2,3,8,1,10,3,10,0,1
6565,1,6,4,6,3,8,1,3,0,0
6566,1,6,2,7,4,5,1,5,0,8
6567,4,5,3,1,3,6,4,4,0,6
6568,4,2,1,7,2,10,4,1,0,7
6569,3,2,1,2,2,7,1,11,0,3
6570,4,6,4,8,1,4,2,10,0,0
6571,3,13,1,4,3,8,4,9,0,7
6572,4,12,1,10,1,9,3,6,0,3
6573,1,7,1,6,3,11,1,13,0,8
6574,2,13,1,8,2,4,2,6,0,2
6575,3,9,4,1,2,11,1,8,0,0
6576,3,11,3,4,2,8,4,6,0,1
6577,1,7,4,12,2,10,1,11,0,0
6578,4,7,3,8,1,3,3,10,0,1
6579,3,10,3,6,3,2,4,10,0,6
6580,1,8,4,5,2,4,2,3,0,0
6581,3,13,2,8,3,12,2,9,0,4
6582,4,12,2,12,3,10,4,9,0,7
6583,2,5,4,13,2,8,2,6,0,0
6584,1,3,1,8,1,11,1,1,0,2
6585,3,12,3,8,3,7,3,3,0,6
6586,2,4,4,13,4,4,3,2,0,0
6587,2,10,3,13,1,9,2,11,1,1
6588,3,7,1,13,1,9,2,2,0,3
6589,3,10,2,3,4,9,1,9,0,4
6590,3,1,2,4,3,12,3,8,0,7
6591,1,12,2,7,2,4,3,2,0,5
6592,1,12,2,3,1,3,3,5,0,2
6593,1,6,3,12,1,13,4,2,0,1
6594,1,4,1,7,2,4,1,2,0,2
6595,1,11,4,9,1,2,2,1,0,0
6596,3,6,1,5,1,6,4,4,0,7
6597,4,3,2,10,3,1,2,12,0,4
6598,4,4,2,6,3,6,4,13,0,7
6599,4,10,4,1,4,13,3,6,0,0
6600,2,6,2,8,3,9,4,13,0,5
6601,4,6,4,12,4,1,2,6,0,0
6602,1,8,4,7,4,8,2,11,0,0
6603,2,11,2,8,2,9,1,10,0,2
6604,3,1,2,12,3,2,4,13,0,7
6605,4,5,3,7,2,2,1,13,0,6
6606,2,10,1,4,4,7,4,2,0,5
6607,1,4,4,11,4,13,2,6,0,0
6608,4,3,2,5,2,3,3,10,0,7
6609,2,4,3,12,3,13,1,13,0,6
6610,4,4,3,11,1,2,3,2,0,1
6611,2,6,4,6,3,3,4,12,0,0
6612,4,9,1,12,2,13,1,8,0,3
6613,3,2,1,9,4,3,4,13,0,7
6614,4,2,2,8,1,5,3,12,0,7
6615,2,10,3,5,4,9,3,1,0,6
6616,3,3,2,1,3,10,2,11,0,4
6617,1,4,1,2,2,4,3,7,0,5
6618,3,6,1,9,2,11,1,2,0,3
6619,4,13,1,4,2,9,4,2,0,7
6620,3,5,3,7,2,2,1,7,0,6
6621,3,3,1,11,4,11,2,5,0,4
6622,2,3,1,10,4,13,1,12,0,8
6623,4,8,3,9,3,3,1,5,0,6
6624,4,9,2,9,1,13,2,7,0,3
6625,1,9,2,1,4,12,1,11,0,8
6626,3,12,1,1,4,5,1,7,0,4
6627,4,7,4,4,1,1,2,3,0,0
6628,3,11,4,6,1,7,1,10,0,0
6629,4,12,2,3,3,6,1,1,0,4
6630,4,11,1,2,3,3,1,1,0,4
6631,4,13,1,4,3,5,1,8,0,4
6632,1,12,1,4,2,4,3,7,0,5
6633,4,9,3,2,4,6,4,2,0,6
6634,2,9,4,12,2,10,1,9,0,0
6635,3,1,1,1,2,7,3,11,0,7
6636,1,11,1,2,4,11,2,4,0,8
6637,2,7,1,9,3,2,3,9,0,5
6638,3,6,4,7,1,11,3,2,0,0
6639,4,13,4,4,3,12,4,7,0,0
6640,4,3,4,5,3,7,2,11,0,0
6641,2,3,3,12,2,11,3,10,0,6
6642,2,11,2,1,4,11,3,2,0,5
6643,1,5,3,5,1,12,4,2,0,1
6644,1,9,4,10,2,11,2,8,0,0
6645,3,6,2,4,4,8,4,10,0,7
6646,3,6,2,3,2,6,3,11,0,7
6647,3,12,1,6,4,11,1,2,0,4
6648,4,3,3,7,4,7,3,3,0,6
6649,1,3,4,10,1,2,1,12,0,0
6650,4,9,2,10,2,11,2,7,0,3
6651,2,4,4,12,1,6,2,3,0,0
6652,2,8,1,13,1,10,4,13,0,5
6653,1,7,1,3,4,5,4,1,0,5
6654,3,4,2,1,3,13,1,12,0,4
6655,4,9,4,6,3,6,4,12,0,0
6656,3,2,2,6,1,13,1,8,0,3
6657,2,2,4,5,4,3,3,1,0,0
6658,4,6,1,10,2,12,4,11,0,7
6659,2,11,2,5,2,10,2,8,0,2
6660,1,7,3,2,4,4,3,1,0,6
6661,4,13,2,12,1,4,3,5,0,3
6662,1,10,3,7,1,4,1,9,0,1
6663,2,2,4,6,1,5,2,6,0,0
6664,3,5,1,1,1,13,2,1,0,3
6665,4,5,2,13,3,9,3,7,0,7
6666,2,2,2,11,1,7,3,3,0,2
6667,1,11,1,13,4,2,1,5,0,8
6668,4,6,3,9,2,2,2,3,0,6
6669,2,12,3,11,3,5,4,5,0,6
6670,1,11,1,7,4,9,1,10,1,8
6671,1,5,3,9,1,13,3,8,0,1
6672,1,13,3,11,3,13,2,13,1,6
6673,1,11,4,1,2,8,2,1,0,0
6674,1,8,2,12,3,2,3,13,0,5
6675,1,11,1,2,1,5,4,10,0,5
6676,1,12,2,1,3,6,1,7,0,8
6677,2,5,1,2,3,12,2,10,0,8
6678,3,2,2,1,2,10,1,9,0,3
6679,3,2,4,7,4,9,4,4,0,0
6680,4,13,1,1,4,1,3,6,0,7
6681,1,2,3,1,3,13,4,12,0,6
6682,3,2,1,8,1,4,1,12,0,3
6683,1,4,4,3,2,8,4,2,0,0
6684,1,8,1,9,1,5,2,13,0,2
6685,3,6,2,13,4,9,3,5,0,7
6686,2,10,2,11,2,12,2,1,0,2
6687,2,13,2,12,1,8,2,10,0,2
6688,1,8,1,11,1,1,2,2,0,2
6689,2,4,1,9,4,9,2,13,0,8
6690,4,11,2,8,1,11,4,5,0,7
6691,1,4,1,13,2,3,4,4,0,5
6692,4,12,1,5,2,8,2,2,0,3
6693,1,10,2,4,1,8,3,8,0,2
6694,4,11,1,4,3,6,2,3,0,4
6695,1,9,1,13,3,10,1,8,0,8
6696,3,6,4,8,3,5,3,10,0,0
6697,2,1,2,6,4,7,1,1,0,8
6698,3,12,3,10,1,1,3,11,0,1
6699,3,1,2,12,3,9,2,7,0,4
6700,4,3,3,7,1,9,2,12,0,1
6701,4,4,2,12,4,13,3,10,0,7
6702,2,1,1,4,3,3,1,9,0,8
6703,1,10,2,1,2,2,2,3,0,2
6704,3,12,2,11,1,9,1,13,0,3
6705,3,7,2,10,1,3,4,2,0,7
6706,3,1,3,7,4,13,3,8,0,6
6707,3,12,2,10,3,3,2,8,0,4
6708,4,9,4,6,1,5,1,6,0,0
6709,4,12,4,2,1,6,1,10,0,0
6710,2,6,1,3,2,2,3,6,0,5
6711,2,5,3,10,3,8,3,13,0,6
6712,2,4,4,13,3,10,4,9,0,0
6713,4,3,3,7,4,11,3,6,0,6
6714,1,2,4,3,1,3,2,9,1,0
6715,3,1,4,13,2,4,2,9,0,0
6716,2,10,4,1,4,12,4,4,0,0
6717,1,7,2,12,3,12,3,6,0,5
6718,4,3,2,2,4,4,3,11,0,7
6719,1,1,3,4,1,10,3,3,0,1
6720,4,4,4,10,3,13,1,9,0,0
6721,3,2,3,13,1,5,4,9,0,1
6722,4,2,3,4,3,3,2,10,0,6
6723,3,3,1,12,2,10,1,6,0,3
6724,4,4,4,12,4,10,2,12,0,0
6725,4,1,2,6,2,3,1,5,0,3
6726,2,11,4,13,3,10,1,10,0,0
6727,1,13,3,13,4,4,1,9,0,6
6728,2,13,2,3,4,8,4,9,0,5
6729,1,7,2,7,4,5,1,6,0,8
6730,4,11,2,4,3,5,2,11,0,4
6731,1,2,1,9,1,3,4,7,0,5
6732,4,8,3,1,4,9,4,11,0,6
6733,4,11,1,5,2,3,4,2,0,7
6734,3,3,3,2,3,12,4,6,0,6
6735,1,13,4,9,1,5,2,1,0,0
6736,4,3,3,4,4,5,1,13,0,6
6737,2,12,1,8,3,5,1,2,0,8
6738,3,1,2,1,1,8,1,11,1,3
6739,1,13,1,9,1,2,2,11,0,2
6740,3,9,4,8,4,6,3,10,0,0
6741,3,11,2,4,1,5,2,10,0,3
6742,3,13,1,5,4,8,1,6,0,4
6743,4,2,4,6,2,7,1,10,0,0
6744,1,1,1,10,1,12,1,2,1,2
6745,3,3,1,2,4,6,4,10,0,7
6746,2,3,1,2,3,10,2,9,0,8
6747,3,6,4,10,4,4,3,2,0,0
6748,2,8,4,7,3,4,1,2,0,0
6749,3,11,1,6,4,8,4,12,0,7
6750,2,6,4,12,2,10,4,10,1,0
6751,1,4,3,12,1,11,1,8,0,1
6752,3,9,2,12,1,3,3,10,0,3
6753,3,4,4,3,4,5,3,8,0,0
6754,2,9,4,3,3,3,4,11,0,0
6755,2,8,1,9,3,12,1,7,0,8
6756,4,6,4,11,2,4,4,9,0,0
6757,4,5,3,3,1,5,2,12,0,1
6758,3,12,3,5,4,4,3,2,0,6
6759,1,11,2,13,3,2,4,5,0,5
6760,2,13,4,3,4,1,4,13,0,0
6761,4,5,3,9,3,2,1,8,0,6
6762,2,12,1,3,4,9,4,4,0,5
6763,1,2,3,10,4,4,1,4,0,6
6764,3,5,2,6,3,12,2,12,0,4
6765,2,6,2,7,1,13,1,4,0,2
6766,3,8,1,5,1,6,3,5,0,3
6767,2,7,3,2,2,9,4,4,0,1
6768,1,8,2,12,4,8,2,5,0,8
6769,1,8,1,1,3,13,4,9,0,5
6770,2,3,1,2,2,5,3,11,0,5
6771,1,7,3,1,3,13,2,10,0,6
6772,2,5,4,4,3,9,1,1,0,0
6773,3,5,3,9,4,4,4,9,0,6
6774,1,2,2,11,2,5,4,9,0,5
6775,3,9,2,1,4,4,3,2,0,7
6776,2,4,4,13,1,8,3,4,0,0
6777,4,6,1,8,2,1,3,2,0,7
6778,2,12,3,9,4,2,4,12,0,6
6779,4,11,1,7,4,1,4,8,0,7
6780,3,12,3,13,2,12,3,9,0,6
6781,1,12,4,11,2,3,2,13,0,0
6782,3,2,2,7,4,11,1,9,0,4
6783,2,4,1,4,1,3,4,6,0,5
6784,4,5,3,9,3,8,2,13,0,6
6785,3,1,2,7,1,12,3,5,0,7
6786,1,10,2,1,4,3,4,4,0,5
6787,3,12,4,9,4,3,1,2,0,0
6788,3,13,1,12,1,7,4,12,0,7
6789,2,11,1,3,2,1,4,6,0,5
6790,3,1,4,4,2,13,1,1,0,0
6791,4,10,1,6,1,5,2,5,0,3
6792,4,7,3,13,2,1,1,9,0,6
6793,1,10,1,6,3,12,2,11,0,8
6794,1,5,4,1,3,4,2,5,0,0
6795,2,11,3,5,4,3,4,1,0,6
6796,4,2,3,5,2,13,3,1,0,1
6797,2,9,2,7,4,2,1,5,0,8
6798,4,9,4,8,2,7,3,3,0,0
6799,4,9,2,11,2,3,4,11,0,7
6800,2,7,2,4,4,2,2,9,0,8
6801,2,9,4,12,1,1,2,2,0,0
6802,2,7,3,12,2,4,4,5,0,1
6803,2,3,4,4,4,5,1,12,0,0
6804,2,9,3,4,1,1,4,1,0,1
6805,3,6,1,7,3,5,4,12,0,7
6806,2,9,4,5,3,8,1,2,0,0
6807,4,10,2,4,4,9,4,4,0,7
6808,3,4,4,5,3,9,2,8,0,0
6809,3,13,1,13,3,9,1,11,0,4
6810,4,12,3,7,3,10,2,3,0,6
6811,4,1,1,3,4,9,2,11,0,4
6812,3,5,1,1,1,3,1,5,0,3
6813,3,4,3,12,4,8,2,10,0,6
6814,3,6,1,1,1,7,3,5,0,7
6815,3,10,2,1,1,3,1,5,0,3
6816,3,1,1,11,3,12,4,1,0,7
6817,4,5,2,4,1,5,3,4,0,7
6818,3,11,2,4,2,7,4,11,0,7
6819,2,5,2,6,2,7,1,10,0,2
6820,3,10,2,11,4,1,3,9,0,7
6821,3,2,2,4,3,11,3,13,0,7
6822,2,9,1,9,2,10,4,13,0,5
6823,2,11,4,1,2,3,3,7,0,0
6824,4,12,2,13,3,7,4,6,0,7
6825,2,8,2,4,3,7,1,10,0,8
6826,4,5,2,13,3,10,4,7,0,7
6827,4,5,2,6,3,11,1,7,0,4
6828,4,11,1,5,1,1,1,9,0,3
6829,2,9,3,5,4,9,4,10,0,6
6830,2,13,4,6,2,1,4,5,0,0
6831,2,2,3,9,2,1,3,1,0,6
6832,1,12,2,7,1,13,3,3,0,2
6833,2,12,3,13,2,13,1,4,0,6
6834,3,2,2,1,3,4,4,1,0,7
6835,2,8,3,2,2,7,4,8,0,1
6836,4,7,2,10,1,8,2,2,0,3
6837,3,8,2,3,4,8,2,8,1,4
6838,4,5,3,8,4,11,2,8,0,6
6839,3,10,4,10,1,12,1,1,0,0
6840,1,3,4,13,1,12,3,4,0,0
6841,3,5,2,6,2,1,4,5,0,7
6842,3,1,1,7,2,5,1,2,0,3
6843,4,12,1,13,4,9,2,9,0,4
6844,4,1,3,11,2,2,1,2,0,6
6845,2,11,2,10,4,4,3,13,0,5
6846,3,5,1,4,3,7,1,12,0,4
6847,1,7,3,1,4,7,1,2,0,6
6848,4,8,3,11,2,13,3,1,0,1
6849,2,9,1,12,4,6,3,5,0,5
6850,4,9,3,4,4,8,3,10,0,6
6851,3,9,2,6,4,6,2,4,0,4
6852,2,11,3,7,2,7,4,1,0,1
6853,4,9,1,4,2,12,1,13,0,3
6854,4,1,4,8,1,5,4,12,0,0
6855,4,11,1,8,2,6,3,1,0,7
6856,1,7,2,3,2,12,3,11,0,5
6857,1,2,3,13,2,2,4,3,0,1
6858,1,6,2,13,4,8,3,11,0,5
6859,2,11,3,4,1,8,3,2,0,1
6860,1,6,1,4,3,12,1,5,0,8
6861,3,2,3,7,4,7,1,10,0,6
6862,2,2,2,9,3,3,2,13,0,8
6863,1,3,3,4,1,10,1,2,0,1
6864,2,7,3,9,1,12,4,10,0,1
6865,4,6,4,2,4,12,1,11,0,0
6866,4,2,4,4,4,9,4,12,0,0
6867,3,9,1,2,2,7,3,12,0,7
6868,1,11,1,12,1,13,3,9,0,2
6869,2,13,1,4,2,7,3,6,0,5
6870,1,4,4,10,2,7,4,12,0,0
6871,1,11,3,5,3,4,3,10,0,6
6872,1,7,3,7,2,11,1,8,0,6
6873,1,12,2,4,4,4,1,8,0,8
6874,1,5,2,7,1,6,1,9,0,2
6875,1,8,2,2,2,8,2,6,0,2
6876,2,13,2,3,1,10,1,12,0,2
6877,3,1,2,11,2,5,3,12,0,7
6878,2,3,2,6,1,13,1,2,0,2
6879,4,6,2,13,3,5,3,9,0,7
6880,1,11,3,13,4,1,1,6,0,6
6881,3,4,2,12,3,6,3,3,0,7
6882,4,12,3,10,3,6,4,4,0,6
6883,4,4,4,9,3,11,2,8,0,0
6884,2,3,1,10,1,1,3,3,0,2
6885,2,5,2,4,4,2,4,13,0,5
6886,3,10,4,6,1,11,1,12,0,0
6887,4,1,2,12,3,13,2,11,0,4
6888,3,9,1,12,3,3,2,3,0,4
6889,1,8,3,3,2,2,3,2,0,6
6890,3,1,1,2,2,8,3,7,0,7
6891,1,9,3,13,3,9,3,5,0,6
6892,4,3,1,10,4,9,3,11,0,7
6893,4,6,2,10,1,3,4,13,0,7
6894,4,12,3,11,4,8,2,6,0,6
6895,1,1,1,9,2,4,4,9,0,5
6896,3,7,1,11,1,6,1,2,0,3
6897,3,6,2,10,4,6,3,12,0,7
6898,2,11,3,8,4,5,2,9,0,6
6899,1,5,4,3,3,9,2,3,0,0
6900,2,10,4,11,1,1,3,2,0,0
6901,4,5,3,4,4,2,2,6,0,6
6902,3,6,2,7,1,3,2,11,0,3
6903,4,8,1,13,1,12,2,2,0,3
6904,1,11,4,4,2,8,2,12,0,0
6905,4,7,3,9,4,2,1,5,0,6
6906,4,12,4,2,4,9,1,2,0,0
6907,2,13,3,11,4,1,1,1,0,6
6908,3,4,3,9,2,7,4,4,0,1
6909,2,3,2,7,4,12,1,10,0,8
6910,2,3,2,6,4,2,4,8,0,5
6911,1,12,3,1,4,1,3,13,0,6
6912,3,13,3,11,2,4,1,1,0,6
6913,4,11,1,12,1,4,3,2,0,3
6914,2,6,3,1,1,10,2,11,0,1
6915,3,4,4,11,2,4,3,11,0,0
6916,1,1,4,11,2,5,1,3,0,0
6917,2,12,2,7,4,13,1,8,0,8
6918,1,5,3,4,2,10,4,13,0,6
6919,2,8,3,3,3,1,4,9,0,6
6920,1,3,2,7,1,5,3,7,0,2
6921,1,9,4,1,4,10,4,3,0,0
6922,4,10,3,9,4,6,3,6,1,6
6923,3,3,2,13,3,10,2,4,0,4
6924,1,3,3,2,3,10,1,10,0,6
6925,2,9,2,4,4,12,1,1,0,8
6926,1,4,3,7,1,13,2,7,0,1
6927,1,4,4,11,2,7,2,1,0,0
6928,3,12,4,8,2,7,2,4,0,0
6929,1,5,3,13,1,13,3,5,0,1
6930,1,9,1,8,2,4,3,2,0,5
6931,1,11,2,4,1,3,3,6,0,2
6932,1,10,2,1,1,11,2,4,0,2
6933,2,4,2,1,1,5,2,2,0,2
6934,3,13,2,5,1,10,2,13,0,3
6935,2,4,2,12,4,7,4,13,0,5
6936,3,9,3,5,2,1,4,12,0,6
6937,1,7,4,6,2,4,3,2,0,0
6938,3,12,1,2,2,4,3,2,0,7
6939,4,8,1,9,2,10,3,4,0,7
6940,2,4,1,2,2,7,3,12,0,5
6941,2,2,1,2,2,4,3,12,0,5
6942,4,13,1,11,1,2,3,6,0,7
6943,3,9,2,3,1,11,4,3,0,7
6944,4,3,4,13,2,11,4,5,0,0
6945,3,10,2,10,3,11,2,12,0,4
6946,4,4,1,2,4,6,1,5,0,4
6947,2,4,3,2,4,7,3,12,0,6
6948,4,12,1,10,4,8,4,11,0,7
6949,4,6,4,3,3,5,2,7,0,0
6950,3,8,1,12,2,13,2,7,0,3
6951,3,1,3,6,1,1,4,7,0,1
6952,3,10,3,8,2,7,3,7,0,6
6953,4,7,1,7,1,12,1,3,0,3
6954,3,7,1,6,3,4,2,6,0,4
6955,4,3,2,13,3,2,4,12,0,7
6956,2,12,3,2,4,5,1,6,0,6
6957,1,6,4,2,2,3,2,10,0,0
6958,4,4,3,4,2,5,1,7,0,6
6959,2,2,4,13,3,1,1,1,0,0
6960,2,13,3,2,4,11,3,5,0,6
6961,1,7,2,13,4,5,4,6,0,5
6962,4,3,4,9,3,13,4,8,0,0
6963,2,2,1,6,1,12,3,13,0,2
6964,2,13,1,1,1,10,4,9,0,5
6965,2,10,4,5,2,7,1,6,0,0
6966,3,3,4,5,1,1,3,10,0,0
6967,1,13,2,2,3,6,4,6,0,5
6968,4,13,4,4,3,7,2,1,0,0
6969,1,3,4,12,1,10,2,7,0,0
6970,1,8,4,3,2,1,4,7,0,0
6971,4,7,2,3,3,10,2,4,0,4
6972,3,7,1,4,2,4,2,12,0,3
6973,4,4,3,7,1,2,1,9,0,1
6974,3,1,3,13,4,8,4,4,0,6
6975,4,7,1,11,2,4,1,6,0,3
6976,3,10,4,5,3,8,2,6,0,0
6977,2,1,4,5,3,3,3,1,0,0
6978,2,6,2,10,2,5,3,12,0,5
6979,1,7,3,7,3,1,2,3,0,6
6980,1,1,3,2,1,4,3,8,0,1
6981,4,12,2,12,2,4,4,10,0,7
6982,4,7,3,8,1,5,2,11,0,1
6983,4,8,2,13,1,1,2,1,0,3
6984,1,1,4,12,1,12,3,7,0,0
6985,3,3,1,10,3,10,3,9,0,7
6986,1,1,1,8,2,4,3,10,0,5
6987,4,1,2,8,2,11,4,13,0,7
6988,1,10,1,5,1,1,4,9,0,5
6989,3,13,3,4,4,8,4,12,0,6
6990,2,2,3,12,1,6,2,8,0,1
6991,4,6,4,8,1,10,4,7,0,0
6992,4,2,4,3,4,9,3,3,0,0
6993,4,9,2,5,1,2,3,6,0,7
6994,3,2,3,11,2,4,4,4,0,1
6995,1,11,3,12,4,2,1,10,0,6
6996,1,3,3,7,1,9,1,4,0,1
6997,3,4,2,3,4,11,2,12,0,4
6998,4,9,3,1,4,1,3,2,0,6
6999,3,1,2,1,4,8,3,6,0,7
7000,3,9,2,5,2,6,1,9,0,3
7001,1,4,1,1,4,2,3,5,0,5
7002,2,7,4,13,2,1,3,10,0,0
7003,3,8,4,5,4,1,4,13,0,0
7004,4,7,4,8,2,1,1,13,0,0
7005,1,10,3,6,1,8,1,4,0,1
7006,4,2,2,6,1,12,1,8,0,3
7007,3,7,1,3,4,2,4,5,0,7
7008,4,3,2,6,3,10,3,3,0,7
7009,3,6,4,9,2,4,3,10,0,0
7010,2,4,1,2,1,3,3,12,0,2
7011,3,13,2,4,2,2,3,2,0,7
7012,3,3,1,1,4,4,1,3,0,4
7013,1,9,3,2,4,13,3,4,0,6
7014,4,13,2,5,1,1,1,9,0,3
7015,3,1,3,4,4,1,3,12,1,6
7016,3,4,1,3,3,1,4,6,0,7
7017,4,4,2,3,3,6,1,9,0,4
7018,4,7,3,11,2,4,4,10,0,1
7019,4,12,4,8,3,6,1,10,0,0
7020,4,6,2,11,3,8,3,5,0,7
7021,1,3,4,5,3,12,4,10,0,0
7022,1,13,4,5,2,10,3,6,0,0
7023,1,11,3,12,2,7,2,6,0,6
7024,2,13,2,3,3,11,2,7,0,8
7025,1,5,3,10,4,9,4,10,1,6
7026,4,4,2,8,3,1,3,13,0,7
7027,3,3,3,12,1,11,3,13,0,1
7028,4,12,4,3,1,6,1,2,0,0
7029,1,5,4,11,1,9,2,7,0,0
7030,2,12,3,12,4,2,2,10,0,6
7031,1,12,3,4,3,9,4,6,0,6
7032,1,10,4,5,2,13,3,5,1,0
7033,1,2,3,10,1,12,1,9,0,1
7034,4,4,3,10,2,10,1,1,0,6
7035,1,2,2,11,3,13,2,12,0,8
7036,4,12,4,10,1,3,4,9,0,0
7037,3,3,3,10,3,12,2,9,0,6
7038,3,2,1,13,4,11,1,4,0,4
7039,4,8,1,11,3,10,4,3,0,7
7040,3,1,3,11,3,5,2,10,0,6
7041,1,3,4,13,2,9,1,8,0,0
7042,2,3,2,2,3,11,4,3,0,5
7043,3,3,3,13,1,9,4,3,1,1
7044,2,13,1,7,1,5,4,3,0,5
7045,3,13,2,5,3,4,2,13,0,4
7046,1,2,2,12,1,6,2,4,0,2
7047,3,1,3,11,4,4,3,13,0,6
7048,4,7,3,4,2,13,4,6,0,1
7049,3,11,3,3,4,10,1,2,0,6
7050,2,1,1,2,3,2,4,7,0,5
7051,3,6,4,1,1,5,3,10,0,0
7052,3,10,2,6,4,9,4,5,0,7
7053,3,9,4,9,4,13,1,3,0,0
7054,2,4,2,6,1,12,2,2,0,2
7055,4,6,1,7,2,7,3,10,0,7
7056,3,1,3,7,4,13,1,8,0,6
7057,3,9,3,11,1,8,4,12,0,1
7058,2,7,1,4,2,10,3,13,0,5
7059,3,1,4,1,4,10,2,4,0,0
7060,4,13,3,13,4,3,4,4,0,6
7061,1,11,2,5,3,5,2,2,0,8
7062,3,8,2,8,2,2,3,13,0,7
7063,3,2,4,4,1,10,4,8,0,0
7064,1,5,4,11,2,10,3,4,0,0
7065,1,9,2,11,1,13,1,7,0,2
7066,1,8,1,7,2,10,2,4,0,2
7067,3,3,4,7,3,7,4,13,0,0
7068,2,6,1,9,1,13,1,2,0,2
7069,4,12,4,5,4,10,4,3,0,0
7070,1,13,1,6,1,1,1,2,0,2
7071,4,3,3,5,3,7,3,11,0,6
7072,2,1,4,2,3,10,2,6,0,0
7073,2,2,1,7,4,5,1,1,0,8
7074,1,8,4,5,3,10,1,10,0,0
7075,3,4,4,12,1,1,4,1,0,0
7076,2,4,3,13,3,1,1,11,0,6
7077,4,6,3,8,1,11,3,6,0,1
7078,4,4,4,3,1,6,3,8,0,0
7079,1,9,2,4,1,11,3,4,0,2
7080,2,12,1,5,4,2,2,5,0,8
7081,3,10,4,7,1,11,4,3,0,0
7082,2,11,2,5,1,11,3,8,0,5
7083,2,12,3,10,4,4,4,3,0,6
7084,2,6,4,8,4,1,1,1,0,0
7085,1,6,2,12,4,12,3,10,0,5
7086,4,9,2,5,2,13,3,13,0,7
7087,3,1,2,3,4,9,4,10,0,7
7088,4,2,1,6,3,13,1,11,0,4
7089,1,3,2,6,1,7,4,9,0,5
7090,1,12,4,8,3,9,1,5,0,0
7091,4,11,2,10,2,1,2,5,0,3
7092,2,4,1,2,4,2,1,4,0,8
7093,1,3,2,3,4,11,2,6,0,8
7094,3,7,1,11,3,12,3,2,0,7
7095,4,3,1,11,1,12,4,6,0,7
7096,4,11,1,10,4,6,2,7,0,4
7097,1,8,3,8,2,1,3,3,0,6
7098,2,3,3,8,2,1,2,8,0,6
7099,2,4,4,10,2,5,1,3,0,0
7100,1,4,4,3,1,9,3,10,0,0
7101,2,12,2,10,1,12,2,6,0,2
7102,1,11,2,8,2,10,2,1,0,2
7103,3,5,3,9,2,12,4,11,0,1
7104,2,13,2,12,3,8,3,7,0,5
7105,2,12,1,10,2,3,3,2,0,5
7106,1,1,2,12,4,9,2,9,0,8
7107,3,2,1,12,3,5,2,7,0,4
7108,1,2,1,6,3,4,2,2,0,8
7109,3,7,2,11,1,12,1,11,0,3
7110,4,10,4,4,4,11,4,7,0,0
7111,4,8,2,4,2,3,1,5,0,3
7112,4,11,1,6,1,4,1,3,0,3
7113,3,7,4,8,3,8,1,3,0,0
7114,1,4,1,8,2,6,4,3,0,5
7115,1,4,2,13,3,9,1,11,0,8
7116,1,7,3,2,4,12,1,3,0,6
7117,4,4,2,7,1,8,3,9,0,7
7118,1,10,3,6,1,12,2,2,0,1
7119,4,13,4,9,1,7,4,8,0,0
7120,2,2,1,8,2,3,1,1,0,2
7121,1,6,2,8,4,5,4,10,0,5
7122,3,9,1,13,2,10,3,8,0,7
7123,2,10,2,13,2,9,2,3,0,2
7124,3,12,3,4,2,5,1,1,0,6
7125,3,9,4,10,1,8,1,7,0,0
7126,2,9,2,10,2,7,1,2,0,2
7127,3,4,2,9,4,5,3,8,0,7
7128,2,8,1,1,4,1,2,11,0,8
7129,1,2,2,4,2,3,2,13,0,2
7130,3,3,4,2,3,10,2,13,0,0
7131,1,11,2,8,3,11,2,10,0,8
7132,3,4,3,5,4,12,3,13,0,6
7133,4,10,4,12,1,7,3,4,0,0
7134,2,11,1,8,1,7,1,1,0,2
7135,3,10,2,6,3,8,4,3,0,7
7136,3,11,3,5,2,2,4,5,0,1
7137,1,8,4,2,1,6,4,4,0,0
7138,2,6,1,6,4,3,3,1,0,5
7139,3,13,3,8,3,2,4,7,0,6
7140,1,7,4,8,2,7,3,2,0,0
7141,1,2,1,1,1,6,1,13,0,2
7142,4,2,3,9,2,13,3,4,0,6
7143,2,3,2,1,4,13,1,11,0,8
7144,4,11,1,1,3,2,1,2,0,4
7145,4,1,1,5,1,10,2,7,0,3
