,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,labels,cluster
10539,118,1,1,0.02,1,0,2
10540,250,1,134,2.88,11,2,1
10541,55,5,32,0.69,3,2,1
10542,155,30,9,0.2,1,0,1
10544,85,1,222,4.98,13,1,1
10545,168,1,2,0.04,1,0,2
10546,110,2,10,0.22,1,0,2
10547,125,2,2,0.04,1,0,2
10548,125,3,3,0.06,1,0,2
10549,115,1,1,0.04,1,1,2
10550,130,180,15,0.35,1,0,0
10551,64,7,1,0.02,1,1,2
10552,140,2,2,0.04,1,0,2
10553,165,7,86,1.84,3,0,1
10554,160,2,1,0.02,1,0,2
10555,70,1,40,0.87,1,1,2
10556,100,1,59,1.58,3,0,1
10557,225,2,2,0.04,1,0,2
10558,70,2,13,0.28,1,0,2
10559,60,1,2,0.04,1,1,2
10560,120,1,2,0.04,1,0,2
10561,50,1,3,0.08,1,1,2
10562,75,1,114,2.45,3,1,1
10563,75,1,102,2.21,3,1,1
10564,37,15,12,0.26,18,1,0
10565,225,29,9,0.24,1,0,1
10566,250,31,2,0.04,1,0,1
10567,125,3,92,1.97,2,0,1
10568,170,1,3,0.07,1,0,2
10569,110,4,81,1.75,1,1,1
10571,100,6,5,0.14,1,1,2
10572,50,10,3,0.09,1,1,2
10573,205,3,47,1.01,1,0,2
10575,90,3,17,0.36,3,0,2
10576,49,1,1,0.02,2,1,2
10578,129,3,5,0.11,1,0,2
10579,165,3,2,0.04,1,0,2
10580,103,7,14,0.31,1,0,2
10581,97,2,100,2.15,1,0,1
10582,49,1,8,0.18,1,1,2
10583,245,4,55,1.29,1,0,1
10584,52,1,4,0.09,1,1,2
10585,280,1,1,0.02,1,0,2
10590,62,3,5,0.11,1,1,2
10592,129,1,6,0.13,1,0,2
10593,175,2,10,0.25,1,0,2
10594,80,4,32,0.72,1,1,2
10595,90,3,14,0.3,1,0,2
10596,77,4,1,0.02,1,1,2
10597,120,30,51,1.28,1,0,1
10598,90,1,5,0.11,1,1,2
10599,180,2,1,0.02,1,0,2
10600,100,30,43,0.94,1,0,1
10601,159,3,170,3.64,1,0,1
10602,200,1,101,2.19,1,0,1
10603,89,3,5,0.11,4,1,1
10604,200,2,3,0.06,1,0,2
10605,72,2,5,0.11,1,1,2
10607,165,30,6,0.13,1,0,1
10608,100,1,18,0.38,1,1,2
10610,90,10,8,0.17,1,1,2
10611,120,4,3,0.06,1,0,2
10612,185,3,200,4.31,1,0,1
10615,159,1,126,2.7,1,0,1
10616,70,1,19,0.41,1,1,2
10617,80,3,4,0.09,1,1,2
10618,220,2,3,0.06,1,0,2
10619,89,4,3,0.07,1,0,2
10620,135,7,2,0.04,1,0,2
10621,150,2,13,0.28,1,0,2
10622,165,2,129,2.8,2,0,1
10623,46,1,543,11.59,5,1,1
10624,50,2,24,0.95,7,1,1
10625,100,1,1,0.02,1,0,2
10626,200,2,1,0.02,1,0,2
10627,100,1,1,0.02,2,1,2
10628,81,1,1,0.02,2,0,2
10629,150,4,111,2.44,1,0,1
10630,60,2,3,0.07,1,1,2
10632,239,5,147,3.19,1,0,1
10633,70,7,13,0.28,2,1,2
10634,45,2,7,0.15,2,1,2
10635,200,2,113,2.46,1,0,1
10636,45,1,1,0.02,1,2,2
10637,45,2,7,0.15,1,0,2
10639,110,1,5,0.12,3,0,2
10641,250,2,48,1.07,1,0,2
10642,120,1,2,0.04,1,1,2
10643,249,30,2,0.1,121,0,0
10644,80,2,2,0.04,1,1,2
10645,124,2,14,0.42,1,0,2
10646,175,3,2,0.04,1,0,2
10649,115,3,27,0.58,1,0,2
10650,99,7,11,0.24,1,0,2
10651,75,7,1,0.04,1,1,2
10652,140,7,3,0.06,1,0,2
10654,60,2,106,2.29,8,1,1
10656,120,2,11,0.25,2,1,2
10657,150,2,13,0.42,2,0,2
10659,150,5,11,0.24,1,0,2
10660,49,14,9,0.2,1,1,1
10661,110,2,2,0.04,1,0,2
10662,65,6,1,0.03,1,1,2
10663,190,13,1,0.02,1,0,1
10664,125,2,1,0.02,1,0,2
10665,92,2,21,0.46,1,1,2
10668,325,5,9,0.21,1,0,2
10669,120,4,3,0.07,1,0,2
10670,60,5,1,0.02,1,1,2
10671,175,3,24,0.52,1,0,2
10672,200,2,147,3.24,1,0,1
10673,180,1,146,3.14,1,0,1
10676,60,1,186,3.99,13,1,1
10677,95,3,100,2.16,1,1,1
10679,230,2,203,4.55,4,0,1
10680,45,2,1,0.02,2,1,2
10681,40,2,1,0.02,1,1,2
10682,95,2,7,0.15,1,2,2
10684,42,2,34,0.73,4,1,1
10685,70,2,255,5.46,1,1,1
10686,199,1,20,0.45,11,1,0
10687,65,3,157,3.4,1,1,1
10688,190,30,4,0.09,1,0,1
10689,200,2,146,3.13,1,0,1
10690,75,3,21,1.06,1,0,2
10691,98,1,31,0.67,1,1,2
10692,120,2,78,1.79,1,1,1
10693,130,4,9,0.2,5,1,1
10695,125,31,2,0.04,1,0,1
10698,55,5,4,0.09,1,1,2
10699,68,3,8,0.2,2,1,2
10701,140,1,2,0.05,1,0,2
10702,160,4,5,0.11,1,0,2
10703,77,7,1,0.02,1,1,2
10704,90,1,1,0.02,1,1,2
10705,208,13,1,0.02,1,0,1
10706,215,3,72,1.56,1,0,1
10707,100,2,21,0.45,1,1,2
10708,40,2,9,0.2,1,1,2
10709,59,1,85,1.85,1,1,1
10710,325,2,44,2.23,1,0,2
10711,98,1,201,4.37,1,0,1
10713,69,3,13,0.28,2,1,2
10714,80,3,1,0.02,1,1,2
10716,39,1,45,0.97,10,1,1
10717,70,2,7,2.63,1,1,2
10718,194,3,117,2.58,1,0,1
10719,90,5,92,2.01,2,1,1
10720,39,1,70,1.51,10,1,1
10721,85,2,71,1.53,1,1,1
10722,429,2,4,0.09,1,0,2
10723,42,1,161,3.46,3,1,1
10724,200,2,1,0.02,1,0,2
10725,700,2,31,1.29,1,0,0
10726,50,1,4,0.09,1,1,2
10727,100,1,1,0.02,1,0,2
10728,150,4,61,1.33,1,0,1
10729,100,5,85,1.84,1,0,1
10730,85,30,26,0.56,2,0,1
10731,240,1,72,1.8,1,0,1
10732,135,7,2,0.04,1,0,2
10733,135,14,3,0.07,1,0,1
10734,79,1,3,0.16,1,1,2
10735,150,2,10,0.31,1,1,2
10736,139,4,84,1.83,1,1,1
10737,38,2,2,0.04,1,1,2
10738,100,4,65,1.43,1,1,1
10740,170,4,6,0.13,1,0,2
10741,70,2,57,1.48,1,1,1
10742,199,3,107,2.69,2,1,1
10743,39,1,62,1.34,10,1,1
10744,39,1,73,1.57,10,1,1
10745,75,2,13,0.28,2,1,2
10746,99,20,30,0.65,2,0,1
10747,100,15,15,0.32,2,1,1
10748,225,3,38,0.96,1,0,2
10749,99,2,72,1.62,1,1,1
10750,469,9,7,0.16,2,0,2
10751,67,60,6,0.13,1,1,0
10752,180,3,18,0.39,1,1,2
10753,100,1,87,1.88,2,1,1
10754,125,3,8,0.17,1,0,2
10755,85,3,25,0.55,1,0,2
10756,175,2,3,0.08,1,1,2
10757,65,5,17,0.4,2,1,2
10758,52,2,6,2.09,1,1,2
10759,85,3,3,0.07,1,0,2
10760,99,1,82,1.78,1,1,1
10761,130,4,3,0.07,5,1,1
10762,189,2,39,0.86,1,0,2
10763,121,2,16,0.42,2,0,2
10764,150,1,4,0.09,1,1,2
10765,170,1,1,0.02,1,0,2
10766,70,2,11,0.24,1,1,2
10767,80,5,1,0.02,1,1,2
10769,174,3,11,0.24,1,0,2
10770,89,1,5,0.11,4,1,1
10771,109,3,4,0.09,1,1,2
10772,100,4,26,0.57,1,0,2
10773,80,5,5,0.11,2,1,2
10774,41,7,16,0.35,4,1,1
10776,230,8,23,0.5,1,0,2
10777,45,1,126,2.94,5,2,1
10779,125,2,80,2.83,1,0,1
10780,149,2,1,0.02,1,0,2
10781,63,4,40,0.87,5,1,1
10782,60,3,6,0.13,1,0,2
10783,57,3,17,0.38,8,1,1
10784,160,2,59,1.58,1,0,1
10785,164,1,10,0.23,3,0,2
10786,250,2,10,0.22,2,0,2
10787,194,5,29,0.75,1,0,2
10789,205,3,84,1.85,1,0,1
10790,129,4,5,0.11,5,1,1
10793,150,2,16,0.37,1,0,2
10794,75,3,160,3.44,2,0,1
10795,45,1,135,2.91,5,2,1
10796,65,2,9,0.2,1,1,2
10797,250,1,13,0.28,1,0,2
10798,185,1,1,0.02,1,2,2
10799,400,2,10,0.25,1,0,2
10800,125,1,172,4.48,1,0,1
10801,175,1,5,0.11,1,1,2
10802,300,3,70,1.51,1,0,1
10803,249,30,1,0.04,121,0,0
10804,199,30,3,0.11,121,0,0
10805,180,4,2,0.04,1,0,2
10806,60,3,34,0.73,1,1,2
10807,55,7,2,0.05,1,1,2
10808,135,2,129,3.32,1,0,1
10809,90,2,4,1.85,1,0,2
10810,130,4,1,0.02,1,1,2
10813,85,3,37,0.81,1,1,2
10814,150,2,3,0.08,1,1,2
10815,62,1,73,1.58,1,1,1
10816,155,2,188,4.06,3,0,1
10817,40,2,3,0.27,1,1,2
10818,140,2,35,0.78,2,1,2
10819,50,1,5,0.11,5,2,1
10820,250,2,1,0.02,1,0,2
10821,70,7,1,0.02,1,1,2
10822,160,5,5,0.11,1,0,2
10823,78,2,114,2.65,1,0,1
10824,139,4,8,0.17,1,0,2
10825,50,5,4,0.09,1,1,2
10826,145,2,31,0.69,1,0,2
10827,55,2,84,1.82,4,1,1
10828,215,5,1,0.02,1,0,2
10830,120,2,9,0.2,2,1,2
10831,160,3,9,0.19,1,0,2
10834,80,2,147,3.19,1,0,1
10835,150,2,6,0.18,1,0,2
10836,110,1,2,0.04,1,1,2
10837,360,4,5,0.12,1,0,2
10838,239,5,2,0.05,3,0,2
10839,40,4,3,0.07,1,1,2
10840,60,5,2,0.05,1,1,2
10841,87,2,11,0.25,1,0,2
10844,119,6,4,0.09,1,0,2
10845,69,5,9,0.2,1,0,2
10846,50,1,38,0.84,2,1,2
10847,200,10,27,0.59,1,0,2
10848,65,1,202,4.35,1,1,1
10849,78,2,1,0.03,1,0,2
10850,150,4,4,0.09,1,0,2
10851,99,2,165,3.56,1,1,1
10853,140,1,71,1.56,1,0,1
10854,500,1,1,0.02,1,0,2
10856,123,3,141,3.09,1,0,1
10857,414,16,5,0.12,5,0,0
10858,125,4,13,0.29,5,1,1
10859,299,2,25,1.22,1,0,2
10860,55,3,219,4.73,1,1,1
10861,55,3,2,0.04,1,1,2
10862,65,3,3,0.07,1,1,2
10864,150,5,11,0.82,1,0,2
10865,79,1,5,0.14,1,1,2
10867,124,3,102,2.66,1,0,1
10868,85,2,36,0.94,1,1,2
10869,100,3,6,0.13,3,1,2
10870,82,4,8,0.22,2,0,2
10871,59,4,51,1.11,2,1,1
10872,75,1,5,0.11,1,1,2
10873,65,1,2,0.04,1,1,2
10875,65,2,12,0.26,1,1,2
10876,109,3,10,0.33,1,0,2
10877,59,1,151,3.37,1,1,1
10878,300,4,7,0.16,1,0,2
10879,135,6,12,0.32,1,0,2
10880,110,2,1,0.02,1,0,2
10881,300,2,1,0.02,1,0,2
10883,185,5,7,0.15,1,1,2
10884,35,6,26,0.57,1,1,2
10886,90,2,2,0.05,1,1,2
10887,50,1,209,4.53,2,1,1
10888,60,7,11,0.24,1,1,2
10889,70,3,1,0.05,1,1,2
10890,130,2,3,0.06,1,1,2
10891,28,2,98,2.12,3,1,1
10893,110,3,10,0.22,1,0,2
10894,70,1,3,0.06,1,1,2
10895,200,2,7,0.15,1,0,2
10896,90,2,71,1.55,1,1,1
10897,139,5,3,0.16,1,0,2
10898,360,1,13,0.28,1,0,2
10899,185,4,15,0.33,1,0,2
10901,100,1,2,0.05,2,1,2
10902,195,3,67,1.64,1,1,1
10903,235,3,4,0.09,1,0,2
10904,150,3,107,2.38,2,0,1
10905,70,2,1,0.16,2,1,2
10906,95,2,2,0.04,2,1,2
10907,450,6,15,0.44,1,0,2
10909,100,1,9,0.19,1,1,2
10910,160,1,1,0.02,1,0,2
10911,65,1,9,0.19,1,1,2
10912,104,2,166,3.63,1,0,1
10913,60,2,12,0.26,1,1,2
10916,190,2,134,3.2,4,0,1
10918,55,3,18,0.39,1,1,2
10919,80,7,45,1.06,3,0,1
10920,65,2,39,0.85,1,1,2
10921,235,2,20,0.43,1,0,2
10922,205,2,6,0.13,1,0,2
10923,109,3,1,0.02,1,0,2
10924,85,2,12,0.26,1,1,2
10925,80,1,169,4.11,1,1,1
10926,120,3,4,0.09,1,0,2
10927,130,1,1,0.02,1,1,2
10928,190,4,46,1.02,1,0,2
10930,99,4,2,0.04,1,1,2
10932,52,4,3,0.35,2,1,2
10933,110,4,5,0.11,2,0,2
10935,99,3,1,0.02,2,1,2
10936,137,1,163,3.55,1,1,1
10937,85,5,2,0.04,1,1,2
10938,149,10,3,0.13,1,0,2
10939,124,2,13,0.28,1,0,2
10940,125,2,23,0.51,1,1,2
10941,70,1,212,4.64,1,1,1
10942,99,1,6,0.13,5,1,1
10943,109,1,2,0.04,5,1,1
10944,235,1,28,0.64,3,0,2
10945,95,2,20,0.44,1,0,2
10946,250,2,8,0.17,4,0,1
10947,95,1,152,3.34,2,1,1
10948,85,1,71,1.55,2,1,1
10949,190,4,4,0.09,1,0,2
10950,125,1,2,0.04,2,1,2
10951,125,2,20,0.46,2,0,2
10952,374,1,31,0.69,5,0,0
10953,160,2,2,0.04,1,1,2
10955,70,2,171,3.74,1,0,1
10956,55,1,47,1.03,1,0,2
10957,100,1,7,0.2,1,0,2
10958,95,1,60,1.31,3,1,1
10959,250,30,8,0.2,7,0,0
10960,95,1,1,0.03,1,0,2
10961,89,2,9,0.2,2,0,2
10962,285,7,8,0.18,1,0,2
10963,127,2,2,0.04,1,1,2
10965,225,30,1,0.02,1,0,1
10966,150,4,1,0.02,1,0,2
10967,50,1,2,0.04,1,1,2
10968,60,1,1,0.16,2,1,2
10969,275,7,6,0.14,1,0,2
10970,65,1,8,0.17,1,2,2
10971,80,1,215,4.68,1,1,1
10972,130,5,2,0.04,2,0,2
10974,65,1,5,0.11,1,1,2
10975,75,2,1,0.02,1,1,2
10976,200,1,52,1.82,4,0,1
10977,40,4,2,0.05,1,1,2
10978,68,2,9,0.29,1,0,2
10979,130,3,15,0.33,1,0,2
10980,135,3,79,2.19,2,1,1
10981,165,5,25,0.54,2,0,2
10982,250,1,2,0.04,1,0,2
10983,52,1,1,0.02,1,2,2
10984,170,2,1,0.03,1,0,2
10986,65,3,2,0.04,1,1,2
10987,80,3,34,0.75,1,0,2
10988,130,2,5,0.11,1,0,2
10989,140,7,2,0.05,1,0,2
10990,200,2,2,0.04,1,0,2
10991,55,1,14,0.3,1,1,2
10993,175,2,1,0.02,1,0,2
10995,99,2,4,0.09,1,0,2
10997,200,1,4,0.09,1,0,2
10999,75,4,86,1.88,1,1,1
11000,90,6,7,0.23,1,0,2
11001,51,1,12,0.26,1,1,2
11002,62,5,1,0.02,1,1,2
11004,90,1,1,0.02,1,1,2
11005,45,3,1,0.02,1,1,2
11006,109,1,7,0.15,1,1,2
11007,100,3,98,2.15,1,1,1
11008,200,3,63,1.39,1,0,1
11009,149,3,86,1.88,1,1,1
11010,55,5,29,0.64,1,1,2
11012,70,1,1,0.02,1,0,2
11013,29,8,41,0.89,4,2,1
11014,195,5,94,2.04,1,0,1
11015,220,1,2,0.05,1,0,2
11016,80,5,30,0.66,2,1,2
11017,110,1,5,0.14,1,1,2
11018,70,3,31,0.68,3,1,2
11019,90,2,47,1.04,1,1,2
11020,130,10,2,0.04,1,0,2
11021,2000,1,3,0.07,1,0,0
11022,149,5,107,2.84,1,0,1
11023,100,2,58,1.26,1,0,1
11024,100,2,6,0.13,1,0,2
11025,125,2,1,0.02,1,0,2
11027,199,1,205,4.5,1,0,1
11028,50,1,2,0.06,26,1,0
11029,300,1,2,0.04,1,0,2
11030,285,4,2,0.04,1,0,2
11031,330,3,12,0.32,1,0,2
11032,39,2,57,1.25,3,1,1
11034,77,2,136,3.0,2,0,1
11035,115,1,2,0.04,1,0,2
11036,99,3,13,0.28,1,0,2
11037,250,1,1,0.02,1,0,2
11038,62,1,104,2.26,1,2,1
11039,105,3,26,0.58,1,0,2
11040,55,1,7,0.15,5,1,1
11041,172,30,2,0.46,21,0,0
11044,60,2,42,0.94,1,1,2
11045,72,1,201,4.45,4,1,1
11047,229,3,159,3.54,3,0,1
11048,70,1,68,1.5,3,1,1
11049,40,30,3,0.07,7,2,1
11050,99,2,50,1.1,2,1,1
11051,100,2,15,0.33,1,1,2
11052,78,4,5,0.11,1,1,2
11053,125,1,88,1.91,1,0,1
11054,190,3,130,2.83,1,0,1
11056,135,2,2,0.04,1,0,2
11057,250,2,23,1.04,1,0,2
11062,99,5,67,1.83,3,0,1
11063,50,1,5,0.24,2,1,2
11064,54,30,9,0.2,1,1,1
11065,70,3,26,0.57,1,1,2
11066,135,2,58,2.16,1,1,1
11067,425,2,95,2.17,1,0,1
11068,122,5,3,0.07,1,0,2
11069,141,6,2,0.04,1,0,2
11071,70,4,17,0.37,2,1,2
11073,150,1,2,0.05,1,0,2
11074,250,1,1,0.02,1,0,2
11075,115,4,122,2.71,3,1,1
11076,130,2,19,0.42,1,0,2
11077,74,1,241,5.42,4,1,1
11078,48,2,58,1.34,1,1,1
11079,85,1,8,0.17,1,2,2
11080,180,3,2,0.04,1,0,2
11081,97,5,2,0.04,1,0,2
11083,100,1,36,2.52,2,1,2
11085,105,5,74,1.61,2,1,1
11086,100,6,3,0.07,1,0,2
11087,145,4,59,1.37,1,0,1
11088,289,3,10,0.22,1,0,2
11089,800,3,1,0.02,1,0,0
11091,29,3,27,0.59,1,1,2
11092,70,2,7,0.15,1,0,2
11093,80,3,6,0.16,2,1,2
11095,60,2,79,1.75,1,1,1
11097,70,5,22,0.48,2,1,2
11098,175,5,16,0.35,1,0,2
11099,144,1,105,2.3,1,0,1
11100,40,2,18,0.4,1,1,2
11102,180,1,27,0.59,2,1,2
11103,75,4,162,3.55,1,1,1
11104,80,4,56,1.23,1,0,1
11105,352,3,7,0.16,1,0,2
11106,69,2,62,1.37,3,1,1
11107,150,2,134,2.95,1,0,1
11109,250,30,6,0.14,1,0,1
11110,280,4,2,0.05,2,0,2
11111,55,3,16,0.37,1,1,2
11112,50,1,3,0.07,3,1,2
11113,49,1,1,0.02,1,1,2
11115,45,4,2,0.05,1,1,2
11116,150,1,68,1.49,1,0,1
11117,120,3,1,0.03,1,0,2
11118,150,2,89,1.94,1,0,1
11119,120,30,143,3.17,1,0,1
11120,80,14,3,0.07,1,0,1
11121,60,5,78,2.32,1,1,1
11122,70,3,1,0.02,2,1,2
11123,239,2,163,4.18,1,0,1
11125,89,2,58,1.5,1,0,1
11127,50,3,6,0.13,1,1,2
11128,37,1,34,0.76,4,2,1
11129,239,1,272,5.98,1,0,1
11131,150,4,12,0.27,2,0,2
11132,150,1,1,0.02,1,1,2
11133,360,3,12,0.37,3,0,2
11134,115,7,90,1.97,2,1,1
11135,150,1,2,0.04,1,0,2
11136,207,4,84,2.16,1,0,1
11137,120,2,240,5.22,1,1,1
11138,160,7,1,0.03,1,0,2
11139,85,2,57,1.26,1,0,1
11140,100,1,2,0.04,1,0,2
11141,45,2,3,0.69,1,1,2
11142,160,5,79,1.72,1,0,1
11143,40,29,1,0.77,37,1,0
11144,49,2,43,0.94,2,1,2
11146,495,15,4,0.09,1,0,0
11147,89,3,19,0.42,3,1,2
11148,220,3,7,0.16,2,0,2
11149,99,2,78,1.71,1,1,1
11151,80,5,2,0.04,1,1,2
11152,78,2,23,0.51,1,1,2
11153,110,1,1,0.02,1,1,2
11154,130,31,31,0.69,1,0,1
11155,150,1,2,0.05,1,0,2
11156,59,1,113,2.79,1,0,1
11157,80,9,1,0.02,1,1,2
11158,80,3,1,0.02,1,1,2
11159,160,2,8,0.18,1,0,2
11160,45,1,87,1.9,1,1,1
11161,94,14,1,0.02,1,1,1
11162,77,1,254,5.61,3,1,1
11163,149,6,108,2.38,1,0,1
11164,130,7,2,0.04,1,0,2
11165,57,3,2,0.19,1,1,2
11166,150,5,9,0.2,1,0,2
11167,55,4,6,0.13,1,1,2
11168,127,2,3,0.07,1,0,2
11169,60,2,20,0.44,1,1,2
11170,64,1,16,0.36,2,1,2
11171,40,1,22,0.5,3,1,2
11172,50,3,122,2.68,1,1,1
11173,83,1,202,4.53,4,1,1
11174,200,1,3,0.11,1,0,2
11175,49,14,25,0.55,2,1,1
11176,60,1,194,4.29,4,1,1
11177,45,20,1,0.03,1,1,1
11178,180,1,2,0.04,1,0,2
11179,45,2,4,0.34,1,1,2
11180,89,2,101,2.26,1,0,1
11181,25,2,1,0.02,1,1,2
11182,285,2,53,1.2,1,0,2
11183,100,5,91,2.07,1,1,1
11184,90,3,1,0.02,1,1,2
11185,75,2,131,2.85,1,0,1
11186,75,3,1,0.03,1,0,2
11187,200,2,150,3.32,1,1,1
11188,35,1,116,2.55,5,2,1
11189,297,1,9,0.24,3,0,2
11191,195,3,116,2.56,1,0,1
11192,80,3,4,0.15,1,0,2
11193,50,500,10,0.22,1,1,0
11194,115,30,18,0.41,4,0,1
11195,70,5,4,0.26,2,0,2
11196,119,4,13,0.29,1,0,2
11197,120,1,26,0.58,1,0,2
11199,250,3,8,0.19,1,0,2
11201,45,1,1,0.02,1,0,2
11203,155,5,3,0.08,2,0,2
11204,97,1,1,0.02,1,2,2
11205,75,2,4,0.12,1,1,2
11206,155,30,7,0.19,12,0,0
11207,237,3,6,0.15,2,0,2
11209,250,3,8,0.18,1,0,2
11210,60,1,27,0.59,3,1,2
11211,42,2,54,1.22,5,1,1
11212,105,3,17,0.4,2,1,2
11214,120,2,125,2.75,1,1,1
11215,80,1,1,0.02,1,1,2
11216,125,1,6,0.13,1,0,2
11217,125,1,14,0.33,1,0,2
11218,50,14,2,0.06,8,1,1
11219,60,2,10,0.22,1,1,2
11220,90,4,68,1.78,2,0,1
11222,275,2,148,3.26,1,0,1
11223,100,30,146,3.22,2,1,1
11224,200,1,1,0.02,2,1,2
11225,99,1,129,3.75,2,1,1
11226,112,5,31,0.68,1,1,2
11227,65,1,1,0.02,2,1,2
11228,200,1,9,0.2,1,0,2
11229,98,5,135,2.96,4,0,1
11230,50,2,49,1.08,2,1,1
11231,135,3,11,0.24,1,0,2
11232,50,1,190,4.23,1,1,1
11233,145,4,2,0.05,1,0,2
11235,141,1,2,0.04,1,1,2
11236,110,2,86,1.9,7,1,1
11238,110,30,7,0.19,9,0,0
11240,299,2,2,0.05,1,0,2
11241,190,2,26,0.58,1,0,2
11243,70,3,13,0.29,1,1,2
11244,75,1,4,0.09,1,0,2
11245,155,3,17,0.37,1,0,2
11246,96,2,34,0.75,1,0,2
11247,350,3,2,0.04,2,0,2
11248,90,4,59,1.36,1,1,1
11249,500,3,55,1.23,1,0,2
11251,175,7,15,0.34,1,0,2
11252,50,5,1,0.02,1,0,2
11253,130,1,289,6.46,1,0,1
11254,90,2,1,0.02,1,1,2
11255,65,2,38,0.83,2,1,2
11256,200,1,1,0.03,1,0,2
11257,63,5,35,0.78,2,0,2
11258,110,1,2,0.07,1,1,2
11259,100,1,14,0.31,1,0,2
11260,60,2,11,0.25,1,1,2
11261,45,5,32,0.7,4,1,1
11262,117,28,125,2.77,2,0,1
11263,175,5,10,0.23,1,0,2
11264,2000,1,1,0.02,1,0,0
11266,148,1,30,0.84,1,1,2
11269,100,1,5,0.22,1,1,2
11270,200,30,3,0.07,15,0,0
11271,650,2,1,0.04,1,0,0
11272,199,2,18,1.28,1,0,2
11273,115,30,1,0.03,52,0,0
11274,245,3,51,1.12,1,0,2
11275,187,6,57,1.33,8,0,1
11276,88,2,24,0.53,1,0,2
11277,280,1,1,0.02,1,0,2
11279,95,2,1,0.02,1,0,2
11280,260,2,170,3.85,1,0,1
11281,148,2,1,0.02,1,0,2
11282,100,30,2,0.05,52,0,0
11283,100,1,58,1.27,1,1,1
11285,64,3,142,3.12,2,1,1
11286,125,2,30,0.67,2,1,2
11288,110,2,4,0.11,1,0,2
11290,140,30,5,0.15,12,0,0
11291,35,1,9,0.2,1,1,2
11292,85,3,91,2.11,2,0,1
11293,111,1,4,0.09,1,1,2
11294,399,90,5,0.11,1,0,0
11295,40,1,39,0.87,4,2,1
11297,180,5,12,0.28,2,1,2
11298,100,1,1,0.02,1,1,2
11299,150,2,198,4.48,1,0,1
11300,63,1,52,1.14,2,1,1
11301,175,1,1,0.02,1,0,2
11302,84,3,17,0.38,1,1,2
11303,33,2,103,2.27,2,1,1
11304,50,5,1,0.02,1,1,2
11305,75,1,1,0.02,1,1,2
11306,125,2,10,0.22,1,1,2
11307,140,7,16,0.49,1,0,2
11309,250,1,50,1.46,5,0,1
11310,60,3,1,0.02,1,1,2
11313,140,1,49,1.23,1,0,2
11314,190,5,15,0.35,1,0,2
11315,91,2,166,3.66,1,0,1
11316,40,4,34,0.75,2,1,2
11319,72,3,7,0.15,1,0,2
11320,130,3,115,2.83,1,0,1
11321,90,1,6,0.13,1,1,2
11322,100,15,2,0.06,3,1,1
11323,150,1,225,4.95,4,1,1
11324,62,10,32,0.74,1,1,1
11325,100,7,5,0.11,1,0,2
11326,150,1,207,4.55,4,1,1
11327,95,2,3,0.11,1,0,2
11328,170,1,8,0.19,2,0,2
11329,40,7,16,0.39,4,1,1
11330,54,9,23,0.53,8,1,1
11331,30,1,4,0.12,1,1,2
11332,150,6,51,1.13,2,0,1
11333,250,2,33,0.73,1,0,2
11334,50,1,1,0.02,4,1,1
11335,120,1,1,0.02,1,0,2
11336,410,30,3,0.15,2,0,0
11337,73,45,3,0.07,1,0,0
11338,250,1,1,0.02,1,0,2
11340,250,2,2,0.04,1,0,2
11341,139,1,6,0.13,3,1,2
11342,149,5,11,0.28,1,0,2
11343,185,2,241,5.65,1,0,1
11344,230,5,10,0.23,1,1,2
11345,175,1,49,1.11,1,0,2
11346,150,2,1,0.02,1,0,2
11347,325,1,264,5.85,2,0,1
11350,80,12,27,0.67,3,0,1
11351,135,28,29,0.65,1,0,1
11352,32,60,3,0.08,1,1,0
11353,261,4,196,4.3,1,0,1
11355,57,2,91,2.06,4,1,1
11356,225,2,62,1.62,1,0,1
11357,200,3,1,0.02,1,0,2
11359,200,2,5,0.11,1,0,2
11361,65,2,81,1.79,4,1,1
11362,150,2,1,0.02,2,0,2
11363,375,3,3,0.07,2,0,2
11365,45,1,9,0.27,1,1,2
11366,225,3,2,0.04,1,0,2
11367,165,10,31,0.71,1,0,1
11369,1150,7,2,0.04,1,0,0
11370,85,3,1,0.03,1,0,2
11372,125,1,2,0.04,1,0,2
11375,100,1,2,0.05,1,0,2
11376,179,3,26,0.58,1,0,2
11377,50,3,4,0.09,1,1,2
11378,115,5,28,0.7,2,0,2
11379,100,3,151,3.32,1,0,1
11380,75,2,94,2.08,3,1,1
11381,60,1,4,0.09,1,1,2
11382,240,2,1,0.02,1,0,2
11383,290,3,58,1.33,1,0,1
11384,56,5,76,1.74,2,1,1
11385,95,2,32,0.72,1,1,2
11386,70,1,76,1.78,1,1,1
11387,125,4,8,0.18,1,0,2
11388,195,1,4,0.09,1,0,2
11389,45,1,25,0.65,2,1,2
11391,50,3,9,0.2,1,1,2
11393,55,2,197,4.46,2,1,1
11394,1000,5,1,0.02,1,0,0
11395,42,60,1,0.02,1,1,0
11397,105,1,54,1.19,1,0,1
11398,45,3,11,0.24,1,1,2
11399,125,2,2,0.06,1,0,2
11400,45,2,85,1.99,5,1,1
11401,95,2,10,0.22,1,1,2
11402,200,5,7,0.16,1,0,2
11403,190,2,76,1.68,1,0,1
11404,170,4,28,0.82,1,0,2
11406,54,2,2,0.05,1,1,2
11407,150,1,3,0.07,1,0,2
11408,300,2,1,0.02,1,0,2
11409,115,2,2,0.92,1,1,2
11410,225,1,83,1.9,1,0,1
